stage,blastomeres,epidermis,eye,glial,mesenchyme,muscle,neural,notochord,olfactory,spinal_cord
  3-4,9.4,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,7.1,0,0,0
 10-12,0,0,0,0,0,0,0,5.45,0,0
 14-21,0,0,0,1.29,0,0.96,1.66,0,0,0
 24-34,0,0.61,0,0,0,0,7.68,0,0,1.13
 36-46,0,0,0,0,2,0,1.84,0,0.91,1.93
 60-70,0,0,0,3.55,1.15,0,0,0,0,0
 72-82,0,0,0,0.78,1.92,0,2.76,0,0,0
 84-94,0,0,0.85,0,0,0,1.22,0,0,0
