stage,epidermis,eye,fin.epithelia,gut,immune,ionocyte,liver,mesenchyme,mucous,neural
  7-9,0,0,0,0,0,0,0,0,0,9.19
 14-21,0,0,0,0,0,0.86,1.36,0,0,1.32
 24-34,0,0,0,0,0,0.74,3.01,0,0,0
 60-70,0,0,0,0,0,0.64,0,0,0,0
 72-82,20.3,0.96,0,0,0,0,0,0,0,0
 84-94,5.53,0,0,0,0,0,0,0,0,6.38
 96-106,60.48,0,0.72,16.99,1.53,0,1.99,0.6,0,0
108-118,45.78,0,0,16.89,0.54,1.42,3.75,0,1.59,0.84
120,67.78,0,3.51,11.34,0,0,0,0,0,0
