stage,epidermis,eye,fin_epithelia,glial,heart,immune,iridophores,lateral_line,liver,mesenchyme,muscle,neural,periderm,pronephros,spinal_cord,taste,vasculature
 10-12,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0
 24-34,0,1.76,0.74,0,0,0,0,0,0,0.67,0.99,8.05,0,0,4.92,0,0
 36-46,0,0.65,0,0,0,0,0,0,0.67,0,0,2.15,0,0,0,0,1.39
 48-58,0,1.51,0,0,0,0,0,0,0,1.57,0,1.09,0,0,0,0,0
 60-70,0,3.68,0,2,0,0,0,0,0,2.66,0,1.44,1.42,0,0,0,0
 72-82,0,3.84,0.55,1.35,0.7,0,0,0.72,3.1,4.49,0.73,3.57,0,0.64,0,0.69,1.04
 96-106,1.9,2.37,0,0,0,0.95,1.8,0,0,0,0,2.15,0,0,0,0,30.88
108-118,0,0,0,0,0,7.32,0,0,0,8.65,0,0,0,0,0,0,158.82
120,0,0,0,0,0,29.36,0,0,0,11.61,0,3.8,0,0,0,0,300.06
