stage,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,glial,gut,ionocyte,liver,mesenchyme,mucous,neural,notochord,otic,periderm,spinal_cord,taste,vasculature
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.63,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,2.57,0,1.08,0,0,64.45,2.25,0,0
 60-70,0.77,0,0,0,0,0,0,0.58,0,0,0,0,0,0,55.18,0,0,0
 72-82,5.47,0,0,3.37,0,0,0,2.68,1.61,0,0,2.59,0,0,117.64,0,6.8,0
 84-94,17.11,0,0,0,0.63,0,0,0,0,1.18,1.47,8.55,0,0,255.34,0,0,0
 96-106,132.94,9.04,0,4.71,0.65,0,1.39,18.66,0,0,2.36,8.88,0,0,173.12,0,0,1.49
108-118,338.34,0,2.84,7.4,4.15,3.63,0,97.06,0,2.08,4.38,12.61,0.46,0.76,310.59,0,0,0
120,97.14,0,0,0,6.94,0,2,39.8,0,3.05,1.39,19.16,0,0,218.35,0,0,0
