stage,epidermis,erythrocytes,eye,immune,neural,vasculature
 24-34,0,1.11,0,0,2.91,0.87
 36-46,0,0,0,0,4.24,0
 48-58,0,0,0,0,4.9,0
 60-70,0,0,0,0,1.97,0
 72-82,1.53,0,0,1.5,2.71,0
 84-94,0,0,0,1.3,0,0
 96-106,0,0,0,2.15,1.2,0
108-118,0,0,0,8.38,0,0
120,0,0,8.16,1.39,0,0
