stage,epidermis,eye,glial,ionocyte,mesenchyme,mural.cell,muscle,neural,spinal.cord
 14-21,0.9,0.82,0,0,0,0,0,4.24,0.88
 24-34,0,0,0,0,0,0,0.63,2.98,0.59
 36-46,0.94,0,0,0,1.13,0,0,0.61,0
 48-58,0,0.95,1.58,0,0.92,0,0,2.86,0
 60-70,0,0.58,18.2,0,0,0,0,1.47,0.61
 72-82,0,4.81,0,0,1.21,0,0,10.18,0
 84-94,0,0,0,0,0,1.94,0,0,0
 96-106,0,0,0,0.6,1.26,0,0,5.46,0
108-118,0,0,0,0,0,0,0,3.92,0
120,0,0,0,0,0,0,0,6.52,0
