stage,blastomeres,endoderm,epidermis,eye,glial,neural,paraxial.mesoderm
  3-4,82.5,0,0,0,0,0,0
  5-6,56.34,0,0,0,0,0,0
  7-9,0,3.77,0,3.43,0,0,3.42
 10-12,0,0,0,3.49,0,0,0
 36-46,0,0,0,0,0,0.63,0
 60-70,0,0,7.84,0,0,3.32,0
 72-82,0,0,0,0,0,2.29,0
 84-94,0,0,0,0,0.94,0,0
108-118,0,0,0,0.81,0,2.59,0
