stage,blastomeres,eye,mesenchyme,neural,periderm,somites,spinal.cord
  5-6,6.48,0,0,0,0,0,0
  7-9,0,0,0,6.42,0,0,0
 14-21,0,0,0,1.66,0,1.24,0
 24-34,0,0,1.49,0,0.72,0,0.8
 48-58,0,0,0,0.89,0,0,0
 72-82,0,1.48,0,0.78,0,0,0
 96-106,0,2.79,0,0,0,0,0
108-118,0,0,0.96,0,0,0,0
