stage,blastomeres,iridophores,mesenchyme,neural,spinal.cord
  5-6,19.61,0,0,0,0
 24-34,0,0.64,0.64,0,0
 60-70,0,0,0,2.54,0
 72-82,0,0,0,1.44,0
 84-94,0,0,1.69,2.82,1.52
 96-106,0,0,0,6.02,0
108-118,0,0,0.89,9.97,0
120,0,0,0,2.49,0
