stage,endoderm,eye,glial,immune,mesenchyme,mural.cell,muscle,neural,otic,periderm,vasculature
  7-9,3.64,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,1.67,0,0,0
 24-34,0,0,0,0,0,0,0,2.17,0,0,0
 36-46,0,0,0,0,0,0,0,1.67,0,0,1.85
 48-58,0,0,0,0,0,0,0,0.94,0,0,3.4
 60-70,0,0,0,0,0,0,5.51,4.21,0,0,0.94
 72-82,0,0,1.43,4.41,0,0,0,0,0,0,0.64
 84-94,0,0,0,0,0,0,0,4.99,0,0,17.1
 96-106,0,9.12,0,2.83,3.2,0,0,0,0.63,1.27,1.15
108-118,0,0,1.22,35.69,0,1.29,0,0.5,0,0,3.32
120,0,0,0,366.27,0,0,10.04,0,0,0,0
