stage,blastomeres,epidermis,eye,fin.epithelia,immune,mesenchyme,mucous,neural,periderm,taste
  3-4,22.19,0,0,0,0,0,0,0,0,0
  5-6,25.36,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0.55,0,0,2.34,0
 60-70,0,0,0,0,0,0,2.68,0,0,0
 84-94,0,0,0,0.57,0,0,0,0,2.42,0.56
 96-106,0,2.37,0,0,2.07,0,0,1.23,5.25,1.83
108-118,0,2.74,1.16,0,1.69,0,0.53,0,2.31,3.38
120,0,0,0,2.36,0,0,0,0,2.44,4.77
