stage,blastomeres,eye,fin.mesenchyme,glial,neural,periderm
  5-6,25.58,0,0,0,0,0
 36-46,0,0,0,0,2.54,0
 48-58,0,0,0,0,4.17,2.39
 60-70,0,1.45,0,0,22.44,0
 72-82,0,0,0,0,5.57,0
 84-94,0,0,0,0,4.06,0
 96-106,0,1.62,1.05,0,0,0
120,0,0,0,3.97,3.06,0
