stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,90.24,1178.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,44.05,316.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,0,0,0,18.87,0,8.83,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.93,0,0,91.08,0,5.98,23.81,0,0,0,0,0,4.33,0,0,0,0,0,0,0,0,0,0,0,387.2,5.33,0,0,60.58,0,3.78,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.15,0,271.36,0,38.03,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.32,90.97,0,0,317.9,0,3.07,5.47,0,20.73,0,16.98,0,0,0,0,0,0
 14-21,0,0,0,37.18,281.62,37.15,17.84,0,14.94,0,1.1,5,0,4.78,0,2.13,0,19.72,0.93,0,78.16,0,0,59.36,587.03,214.95,22.64,53.98,3.19,0,3.08,0.91,99.31,13.2,55.01,296.03,156.87,0,0,7.4,0,0
 24-34,0,0,0,6.88,123.65,6.94,42.81,0,57.04,5.1,8.83,1.02,0,2.27,8.9,6.4,0,111.51,0,0,94.88,0.88,0.69,63.55,645.22,18.05,17.46,79.07,0,0,5.11,0,1.58,5.84,7.02,29.8,160.01,0,0,38.39,0,0
 36-46,0,0,0,0,19.38,4.17,44.25,1.14,31.48,21.77,46.42,6.19,0,11.51,11.77,2.36,5.14,69.22,0,0,142.53,1.35,5.23,66.92,887.8,17.25,13.87,78.73,0,0,2.63,0,0,3.29,0,0,201.18,0,4.36,37.58,0,0
 48-58,0.58,0,0,0,23.19,0.91,86.48,1.37,16.01,13.67,63.34,0.88,0.93,10.18,0.86,0.52,3.65,36.37,0,0,165.22,0.84,12.78,59.21,750.94,11.94,5.27,69.85,0,0.61,8.92,0,0,2.68,2.19,0,260.61,0,0.85,12.08,0.5,1.69
 60-70,0,0,0,0,6.41,0,136.64,3.82,11.81,11.49,58.48,14.64,0,2.14,1.9,3.34,0,36.34,0,0,195.82,2.45,19.29,50.11,844.03,8.71,2.88,56.96,0,8.55,5.49,0,0,8.16,0,0,203.87,0,7.65,13.48,3.34,9.98
 72-82,0,0,0,0,12.59,2.05,155.11,6.38,12.55,27.08,117.24,6.77,0,2.96,7.35,3.24,0,21.82,3.49,4.28,197.7,0.67,26.19,25.4,724.87,3.45,1.6,70.38,0,11.62,10.33,0,0,4.16,0,0,131.16,14.84,2.61,22.75,8.72,8.1
 84-94,0,0,0,0,29.52,1.53,144.93,14.74,18.18,31.47,110.55,8.42,0,6.51,5.66,6.01,0,11,0,0,147.12,0,13.38,28.32,470.9,10.12,12.6,67.83,0,5.17,13.9,0,0,5.97,0,0,129.45,11.94,8.66,35.1,8.63,0
 96-106,0,0,1.19,0,13.03,0,101.29,2.12,7.46,15.87,107.97,9.23,0,2.66,11.73,2.55,0,9.29,7.71,0,171.01,1.24,6.53,23.66,449.95,7.42,17.18,86.43,0,11.68,10.85,1.35,0,2.54,0.57,0,92.33,17.78,4.5,16.19,10.68,0
108-118,0,0,0,0,25.61,4.18,139.55,4.73,10.65,22.45,99.3,7.42,0,3.45,18.31,4.44,0,20.65,1.26,0,142.9,0,14.52,24.82,572.26,10.98,8.3,61.44,0,7.4,12.17,0,0,4.29,1.33,0,46.82,14.77,15.24,22.03,15.81,0
120,0,0,0,0,49.59,0,167.24,3.23,0,21.89,154.34,2.84,0,2.09,22.89,1.1,0,6.13,0,0,132.72,1.49,18.4,36.73,736.63,15.65,9.71,49.36,0,45.75,2.27,0,0,4.93,0,0,123.92,19.76,7.33,6.65,11.39,0
