stage,erythrocytes,eye,immune,mesenchyme,muscle,neural,somites,spinal.cord,vasculature
 14-21,0,0,0,0,0,0.81,4.78,0,0
 24-34,0,0,0,0,0,0,0,0.74,0
 36-46,0,0,0,0,0,5,0,0,0
 48-58,0,2.23,0,0,0.54,3.76,0,0,0
 60-70,0,2.22,0,0,0,0,0,0,0
 72-82,0,1.3,0,0,0,4.87,0,0,1.02
 84-94,10.45,1.07,0,0,1.91,0,0,0,0
 96-106,0,0,0.59,0,0,5.42,0,0,0
108-118,1.35,2.52,0,2.02,0.54,0,0,0,0
