stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.04,1275.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0
  5-6,78.48,1096.41,0,0,0,0,0,0,0,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,104.88,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.44,50.44,0,61.38,0,6.96,0,222.62,0,0,0,0,59.42,0,0,0,0,0,0,0,0,0,0,0,814.96,44.29,0,0,403.77,0,0,26.97,0,0,0,0,0,0,0,0,0,0
 10-12,0,35.2,0,39.32,0,27.87,0,35.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845.9,37.64,0,0,357.54,0,3.1,5.62,0,61.52,0,7.74,0,0,0,0,0,0
 14-21,0.89,0,1.32,14.21,69.68,41.48,0,37.09,0,0,10.85,9.88,0,2.79,0,1.97,1.37,0,0,0.88,134.36,0,0,73.99,533.71,23.44,0,0,31.88,0,0,1.21,87.1,0,0.86,55.17,171.11,0,0,4.92,0,0
 24-34,0.88,0,0,4.19,10.7,5.62,0,42.76,0.72,2.06,7.47,3.43,0,0.76,8.46,0,1.91,1.21,2.15,5.86,92.85,0,0,22.65,469.55,6,4.92,1.46,0,0,0,0,0,0,0,6.39,112.95,0,0,14.32,0,7.87
 36-46,0,0,0.98,0,5.19,0.6,0,35.95,0.93,3.52,25.84,3,0,3.72,1.42,0,7.71,0,0,5.09,71.62,0.6,0,25.95,292.16,5.74,5.23,0.58,0,0,0,0,0,0,0,0,77.34,0,0,18.23,0,17.92
 48-58,0,0,0,0,10.67,0,0,67.04,2.11,4.99,37.63,0,0,1.99,17.56,4.07,4.66,0.46,2.71,1.78,84.02,0,1.73,26.1,219.73,0,2.69,0.44,0,0,0,0,0,0.53,0.77,0,45.22,0,0.44,9.07,0,1.84
 60-70,0,0,1.76,0,16.51,0,0,40.33,1.2,3.94,50.56,2.6,0,0.69,16.44,0,1.77,0,0,0,74.89,0,2.42,15.76,142.26,0,2.45,0,0,4.28,4.6,0,0,0,0,0,32.16,0,3.44,6.91,5.76,8.37
 72-82,0,0,4.83,0,4.48,0.95,0,30.53,1.69,20.81,50.6,1.39,1.02,4.45,27.95,0,1.93,0.81,0,2.02,114.87,0,3.62,17.54,127.75,1.39,8.24,0.55,0,6.74,3.42,0,0,0,0,0,11.52,0,8.49,21.05,2.77,2.17
 84-94,0,0,3.71,0,6.73,0.74,0,41.09,0,2.11,41.2,2.62,0,2.16,24.97,3.14,12.01,0.86,0,1.82,89.02,5.29,4.73,12.88,104.94,1.85,1.73,4.04,0,2.67,0,0,0,0.64,0,0,12.61,0.66,5.06,19.15,5.29,4.93
 96-106,0,0,3.13,0,5.83,5.45,0,31.01,4.05,15.08,34.52,19.37,0,9.12,34.22,1.61,12.05,0.75,0,0,110.7,8.12,3.23,9.08,106.4,0,4.72,5.51,0,24.48,0,0,0,0,0,0,9.83,6.76,9.14,24.03,6.26,5.36
108-118,0,0,3.85,0,14.8,2.02,6.97,44.69,2.96,10.89,36.9,8.19,0,0.51,41.22,0.9,21.07,0,1.49,1.72,155.72,0,5.14,21.13,102.83,0.41,4.7,8.38,0,14.33,1.93,0,0,0,0,0,10.13,0.94,7.63,14.55,9.4,4.56
120,0,0,0,0,9,4.44,0,1.03,4.1,8.74,39.14,16.46,0,3.08,53.15,0,10.75,0,0,3.11,112.22,0,8.45,12.4,96.37,2.38,5.12,4.64,0,41.41,0,0,0,0,0,0,10.53,0,0,19.2,4.9,15.61
