stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,101.51,1910.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.19,0,0,0,0,0,0,0,0,0,0,0
  5-6,156.03,1668.88,0,18.17,0,0,0,0,0,0,0,0,0,11.49,0,0,0,0,0,0,0,0,0,0,0,45.79,15.57,0,0,9.65,0,14,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.71,18.34,0,64.43,0,0,0,193.94,0,0,0,0,0,19.64,0,0,0,0,0,0,0,0,0,0,0,1566.2,45.49,0,0,420.57,0,0,8.66,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,33.76,0,57.43,0,0,0,106.92,0,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,0,0,1029.46,9.56,0,0,311.38,0,0,0,0,23.61,0,0,0,0,0,0,0,0
 14-21,0,0,1.07,7.85,70.55,24.48,0,36.8,0,0.95,0,7.08,3.83,3.85,0.85,0,1.65,0,0,0,3.26,41.28,0,0,37.12,422.34,5.62,2.23,5.7,14.25,0,6.77,0,45.19,3.77,0,62.97,158.42,0,0,2.85,0,1.85
 24-34,0,0,0,2.82,24.39,1.02,0,66.87,0,3.35,0.72,12.03,0.67,1.11,3.78,2.33,4.11,0,3.34,1.59,0.67,72.95,0,0,31.75,837.97,7.34,10,13.76,0,0,40.47,0,3.81,3.35,0,9.54,186.39,0,0,22.61,0,6.96
 36-46,0,0,0,0,33.35,0,0,119.35,0,0,0.75,29.62,0,0,7.12,1.03,0,0,0,1.55,2.45,80.13,0.78,0,19.13,701.58,0.57,9.16,3.59,0,0,61.74,0,0,1.97,0,0,148.31,0,0,25.5,0,7.64
 48-58,0,0,0,0,13.79,1.04,0,192.57,0.58,4.01,3.86,54.22,0.39,1.32,3.7,1.48,0.61,0.56,2,0,9.31,76.71,0,6.87,10.51,515.95,0.42,3.87,9.97,0,0,41.94,0,0,0,0.95,0,139.74,0,0.42,8.93,0,3.87
 60-70,0,0,0,0,24.28,3.11,0,324.88,1.89,5.04,1.72,46.04,0.77,3.21,1.53,1.27,5.82,1.39,2.72,0,1.05,130.8,1.85,12.95,14.63,474.36,0.58,9.49,4.81,0,0.71,24.65,0,0,0,1.33,0,78.2,2.13,1.9,5.49,0,2.69
 72-82,0,0,0.78,0,16.39,9.24,0,221.87,0,5.32,13.3,63.07,3.6,0.51,0.58,3.39,3.61,0.69,5.69,1.19,0.57,165.43,1.38,0.81,9.17,382.5,0,2.02,3.76,0,0,29.63,0,0,0,0,0,47.64,4,3.09,21.37,2.5,14.05
 84-94,0,0,0,0,27.12,28.36,0,181.38,0,2.3,2.69,38.55,3.74,1.73,4.59,5.23,2.95,1.57,1.97,0.58,10.71,142.29,3.1,2.67,13.12,333.53,3.42,1.77,3.45,0,2.48,84.08,0,0,1.33,0,0,43.95,2.18,5.72,28.23,4.58,1.45
 96-106,0,0,0,0,24.93,19.43,0,140.27,0,5.33,1.24,67.63,9.27,0,5.31,14.15,2.54,3.77,5.88,1.05,1.03,138.15,7.75,7.25,11.87,202.78,1.17,7.93,6.88,0,2.02,64.05,0,0,1.93,0.62,0,28.07,3.94,8.44,13.31,3.57,12.09
108-118,0,0,0.61,0,34.62,17.46,2.72,140.07,3.35,7.22,6.64,57.17,13.31,0,2.5,8.42,2.55,9.7,4.3,2.21,1.05,132.19,5.05,0,17.31,322.3,1.48,6.11,12.96,0,2.26,34.38,0,0,0,0,0,14.09,1.81,0,14.29,8.49,32.25
120,2.23,0,0,0,58.85,54.09,0,94.94,0,8.82,14.05,125.08,32.62,0,0,15.41,5.23,11.36,1.88,1.97,1.51,118.11,5.62,15.64,22.55,384.52,1.45,3,4.89,0,2.67,29.79,0,0,7.55,2.33,0,16.69,3.36,0,39.68,2.27,0
