stage,blastomeres,epidermis,eye,glial,ionocyte,neural
  5-6,15.76,0,0,0,0,0
 10-12,0,0,0,0,0,4.27
 24-34,0,0,2.32,0,0,3.63
 60-70,0,0,22.92,0,0,0
 72-82,0,0,69.64,2.86,0,1.21
 84-94,0,0,57.76,0.76,0,0
 96-106,0,1.32,111.35,0,0,1.32
108-118,0,0,23.37,0.45,0.63,4.89
120,0,0,25.74,0,0,5.93
