stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,16.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,25.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,0,12.37,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,4.2,0,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.41,0,0,0,35.28,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,2.35,1.03,13.47,4.09,0,9.61,0,0,0,8.17,0,0,10.81,0,11.84,0,0,0,2.26,17.7,0,0,12.69,159.5,0,0,2.55,0.86,0,0,2.12,0,3.04,27.58,77.16,0,0,0,0,0
 24-34,0,1.61,0,12.27,0,0,21.79,0,7.39,2.5,15.22,0,0,3.97,0,0.93,0.62,1.58,0,2.56,42.13,0,0,13.16,754.11,4.06,9.38,3.65,0,0,1.52,0,0,1.89,21.99,191.79,0,0,0,0,0.59
 36-46,0,1.35,0,7.32,2.92,0,56.15,0,0,1.56,11.68,0,0,4.4,0,0,0,0,0,4.75,53.15,0,0,6.27,1321.77,2.5,3.85,8.37,0,0,3.41,0,0,0,0,314.38,0,0,1.06,0,22.39
 48-58,0,0,0,5.93,0,0,196.75,0.67,2.05,5.4,50.45,0.39,2.77,1.43,6.95,0.37,7.14,0,0,2.97,58.71,0,0.52,6.41,1845.39,0.9,5.08,4.76,0,0,12.83,0,0,0,0,357.48,0,0,2.41,0,1.34
 60-70,0,0,0,3.38,0.68,0,352.06,2.44,4.47,8.69,31.54,0,0,1.9,4.17,11.23,5.77,0,0,6.3,78.16,0,0,6.04,1813.94,3.83,6.65,6.69,0,8.44,3.21,0,0,0,0,329.19,0.84,0,3.25,0,10.67
 72-82,0,0,0,15.71,0.74,0,355.82,0,0,8.59,42.57,0,0.55,0.66,0,1.19,9.75,3.9,4.6,9.41,110.45,0,0,3.95,1274.5,6.21,4.47,8.97,0,0,1.9,0,0,0,0,289.02,4.3,1.41,3.16,1.71,8.23
 84-94,0,3.26,0,7.88,0,0,264.51,0,0,9.03,50.04,0.69,1.77,0,3.8,3.35,16.66,1.87,0,11.54,102.22,0,2.51,2.16,988.22,1.17,1.04,20.56,0,0,6.4,0,0,0,0,204.07,2.32,0.84,10.2,0,6.47
 96-106,0,1.75,0,10.73,2.68,0,282.74,0,0.6,0.63,37.62,1.38,0,0,1.64,6.22,7.79,0.65,0,0,49.38,0.78,3.05,0,798.74,0,13.26,20.05,0,0,2.4,0,0,0,0,85.28,2.03,6.18,7.27,0.87,1.5
108-118,0,0,0.44,21.29,0,3.05,223.3,0,0,2.78,59.78,0.58,0,0.8,0.61,1.23,15.19,0,6.03,10.46,60.79,0.77,2.1,1.66,1080.27,1.2,3.48,9.86,0,0,7.42,0,0.52,0,0,85.26,1.22,0.88,11.55,4.04,3.34
120,0,5.88,0,21.92,4.91,0,311.84,0,2.28,3.18,41.87,2.67,0,13.12,0,1.51,10.42,0,5.75,3.02,71.31,0,1.38,3.74,1408.11,6.64,6.15,12.93,0,0,7.57,0,1.13,0,0,81.2,0,0,0,1.99,2.33
