stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,17.18,1307.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0
  5-6,129.64,408.62,0,10.71,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,198.01,10.41,0,0,54.45,0,6.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,2281.92,59.53,0,50.71,0,0,0,21.23,0,0,0,0,0,165.43,0,0,0,0,0,0,0,0,0,0,360.52,2108,0,0,2600.64,0,17.72,0,0,0,0,0,0,0,0,0,0,0
 10-12,7.59,48.49,0,38.69,0,0,0,25.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.94,3462.61,0,0,1030.34,0,16.26,5.95,0,21.58,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,33.09,8.99,0,3.59,0,0,0,0.94,0.94,2.24,0,2.27,1.48,0,0,0,14.58,0,0,3.12,37.77,1803.72,0,0,26.51,0,13.76,0,6.46,0,0,4.65,22.38,0,0,0,0,0
 24-34,0,0,0,1.54,35.4,5.26,0,8.51,0,3.91,0,10.61,1.71,0,1.89,0.69,7.27,0,1.44,0,20.6,2.81,0,8.4,76.54,263.79,2.06,0,0,0,45.61,0,0,6.11,0,1.94,21.83,0,0,10.12,0,0
 36-46,0,0,0,0,38.74,6.39,0,2.12,0,10.74,2.63,8.2,0,0,2.92,3.27,10.53,0,0,0,37.5,1.87,0,7.53,43.31,136.86,0,0,0,0,81.47,0,0,6.48,0,0,17.64,0,0,5.72,0,4.54
 48-58,0,0,0,0,51.71,8.51,0,12.53,0,9.19,0.66,18.92,2.18,0,3.1,10.04,3.39,0,1.05,2.98,22.53,5.56,0.55,8.58,51.45,89.15,0.37,1.28,0,0,63.11,0,0,0,0,0,5.24,0,0,8.05,0,0
 60-70,0,0,0,0,63.18,11.86,0,10.13,1,23.03,4.31,41.72,1.43,0,0,7.71,4,0,0,1.41,49.15,5.52,0,5.68,55.27,22,1.43,3.37,0,0,59.18,0,0,1.68,0,0,10.01,0,0,0.99,2.4,3.07
 72-82,0,0,0.69,0,55.42,12.1,0,17.29,0.82,21.63,9.6,73.56,3.45,0,0,16.41,7.13,0,0,2.64,107.37,6.85,4.03,14.26,41.12,26.47,0,3.1,0,1.53,28.74,0,0,0.52,0,0,6.93,5.15,0.52,8.69,4.53,4.42
 84-94,0,0,0,2.04,100.14,25.25,0,7.79,0,23.91,5.36,43.45,24.76,0,0,20.85,2.24,4.32,1.87,5.3,117.34,6.47,2.98,6.54,16.21,25.7,5.76,6.07,0,6.17,98.92,0,0,3.76,0,0,28.07,1.52,1.75,13.22,7.2,0.55
 96-106,0,0,2.7,0,90.9,50.81,0.92,11.88,0.67,22.21,3.69,69.27,14.41,0,2.78,33.22,16.05,0,14.22,3.73,82.51,19.62,6.69,16.48,46.03,19.21,4.72,2.23,0,7.45,104.09,0,0,2.51,0.57,0,4.02,8.46,2.53,18.51,9.97,6.42
108-118,0,0,0,0,116.98,21.83,0,17.43,0,37.17,5.14,42.35,16.1,0,2.52,23.71,2.82,0,4.2,7.35,108.3,9.88,9.22,8.83,45.46,23.45,0.63,8.64,0,11.76,76.25,0,0,1.46,0.5,0,3.08,9.61,6.63,8.77,1.59,3.95
120,0,0,0,0,100.42,39.74,0,2.26,0,30.03,5.59,64.71,54.1,0,2.09,44.19,7.47,4.85,4.64,1.5,90.83,4.4,0,7.61,31.37,35.58,0,7.44,0,23.22,104.65,0,0,16.43,0,0,0,22.04,0,32.24,34.64,0
