stage,erythrocytes,eye,fin.epithelia,glial,ionocyte,mesenchyme,mucous,neural,periderm,visceral.smooth.muscle
 14-21,0,0,0,0,0,0,0,0.84,17.91,0
 24-34,0,0,0,0,0,3.36,0,2.42,38.3,0
 36-46,0,0,1.15,0,0,0,0,4.51,99.1,0
 48-58,0.41,0,0,1.48,0,0,2.57,0.81,59.97,0
 60-70,0,0,0,0,0.56,0,0,9.77,62.13,0
 72-82,0,0,0,0,0.74,0,0,0,38.31,0
 84-94,0,0,0,0,0.56,1.5,1.42,0,77.48,0
 96-106,0,0,0,0,2.29,0,0,0,74.7,1.67
108-118,0,3.45,0.59,0,2.51,0,0,6.85,98.38,0
120,0,0,2.27,0,0,0,0,0,67.71,0
