stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,59.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,15.17,229.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.3,10.2,0,13.62,0,0,0,15.01,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0,243.33,23.98,0,0,87.96,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,21.97,0,14.12,0,0,0,11.66,0,0,0,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,409.53,10.53,0,0,83.3,0,0,0,0,0,6.54,0,0,0,0,0,0
 14-21,0,0,0,0.83,23.43,3.87,0,4.71,0,0,0,4.21,4.04,0,3.3,0,0,0,0,2.61,0.85,10.19,0,0,6.5,88.96,8.45,0,1.83,4.37,0.97,2.91,14.92,2.85,6.25,10.23,33.26,0,0,3.91,0,0
 24-34,0,0,1.67,1,10.06,0,0,9.99,0,0.82,0,5.26,1.08,0,0,0,0.83,0,0,0.71,2.9,16.66,0,0,12.18,142.59,1.84,1.62,1.78,0,4.19,0,1.1,2.28,3.15,9.72,46.93,0,0,17.57,0,0
 36-46,0,0,0,0.56,0,0,0,10.53,0,0,2.38,14.08,0,0,0,0.67,0,0,0,0.59,2.25,18.38,0.58,0,9.55,82.36,0.56,0,1.52,0,2.84,0,0,0,0,0,28.38,0,0,4.41,0,2.92
 48-58,0,0,0,0,1.71,0,0,21.38,0,0.39,1.75,30.56,0,0,1.12,0.59,0,0,0,4.36,0,26.56,0,0,5.12,47.55,0,0.65,0,0,5.05,0,0,0,1.69,0,23.57,0,0,4.05,0,13.41
 60-70,0,0,0,0,0.6,0,0,10.23,0,0.61,4.94,26.28,0,0,0,9.49,0,0,0,0,0,21.65,0,0.99,1.27,24.79,6.69,0,1.94,0,3.77,0,0,0,2.16,0,11.55,0,0,0,0,39.13
 72-82,0,0,0,0,1.48,4.03,0,23.2,0,0,2.35,75.32,0.66,0,0,2.01,0,0,0,2.6,8.93,34.57,0,0,0.59,10.25,0,0,2.62,0,1.1,0,0,1.99,0,0,15.18,1.84,1.91,3.36,2.41,5.88
 84-94,0,0,0.98,0,0.63,2.32,0,39.29,0,2.72,3.32,53.09,2.88,0,0,3.45,0,4.54,0.81,7.68,0,39.35,0,6.14,7.1,30.48,1.34,0.71,2.53,0,4.45,0,0,3.63,0.61,0,7.03,0,0,1.5,0,5.25
 96-106,0,0,0,0,8.61,1.27,0,31.12,0.64,0,7.93,86.06,0.71,0,2.4,0.86,0.66,1.05,0,10.5,0,23.24,0,0,6.31,23.86,1.18,0.7,5.86,0,4.79,0,0,0,0,0,4.57,0,1.08,7.31,0,18.84
108-118,0,0,0,0,3.7,1.11,0.55,19.1,0,0.76,7.39,67.38,1.76,0,0,3.11,0.93,0,0.51,5.54,0.59,44.3,0,0,4.83,21.44,0.45,2.05,1.18,0,2.9,0,0,1.76,1.12,0,0,0.44,0,4.99,0,20.25
120,0,0,0,0,3.3,0,0,2.64,0,0,6.91,46.01,10.19,0,0,5.51,0,6.25,0,20.92,0,16.86,0,7.63,6.18,77.63,11.01,2.89,0,0,0,0,0,1.66,0,0,32.52,1.19,0,9.5,0,3.15
