stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,657.49,13413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.77,0,0,0,0,0,0,0,0,0,0,0
  5-6,841.76,7807.93,0,0,0,0,0,0,0,0,0,0,0,43.97,0,0,0,0,0,0,0,0,0,0,0,270.06,6.07,0,0,32.08,208.59,0,0,0,0,0,0,0,0,0,0,0
  7-9,172.11,202.82,0,224.05,0,0,0,454.7,0,0,0,0,0,197.89,0,0,0,0,0,0,0,0,0,0,0,3908.61,169.66,0,0,1909.82,12.29,86.12,0,35.85,0,0,0,0,0,0,0,0
 10-12,0,118.83,0,156.1,0,16.08,0,299.75,0,0,0,0,0,51.21,0,0,0,0,0,0,0,0,0,0,0,2987.7,27.31,0,0,1244.33,6.67,67.68,18.02,112.9,0,3.87,0,0,0,0,0,0
 14-21,0,0,0,14.39,107.06,39.26,0,46.88,0,0,0,48.75,3.09,0,0,0,6.76,0,0,0,0,65.66,0,0,58.45,689.93,10.6,4.96,8.98,28.64,59.4,1.86,112.96,10.61,0,77.46,231.18,0,0,4.42,0,0
 24-34,0,0,0.81,3.12,34.63,14.18,0,199.28,0,1.92,0.63,28.03,0.77,1.09,5.23,3.62,2.91,1.59,2.55,1.97,1.94,157.24,0,0.89,55.19,1507.65,13.92,7.97,10.48,0,113.39,0,0.83,2.55,0,9.08,375.07,0,0,23.82,0,1.01
 36-46,0,0,0,0,32.51,6.92,0,430.72,4.42,0,0,14.32,0.72,0,1.73,2.46,0,1.37,2.78,0,0,115.46,0,3,27.61,1020.89,1.32,10.04,12.59,0,40.48,0,0,0,6.64,0,219.36,0,0,14.35,0,18.77
 48-58,0,0,0,0,14.96,8.94,0,684.68,0,1.89,0.8,22.6,0,0,2.34,2.85,0,1.98,2.3,0.41,0,114.46,2.63,7.42,21.56,596.11,0,1.01,3.07,0,16.36,0,0,0.44,0,0,72.71,0,0,14.66,0,11.48
 60-70,2.52,0,0,0,21.53,0,0,472.01,0,3.39,0,19.43,13.41,0,3.39,11.27,0,4.85,4.5,3.48,0,82.38,3.18,9.81,23.31,326.46,4.99,0,3.45,0,15.28,0,0,1.87,0,0,8.84,0,0,18.43,0,2.96
 72-82,0,0,0.5,0,29.11,9.62,0,166.72,0,0,15.6,32.63,3.44,0,3.85,4.19,1.32,2.86,0,0,0,106.06,0,7.94,15.05,166.66,1.43,2.49,6.24,0,10.16,0,0,1.5,8.92,0,5.5,1.42,0,21.64,0,1.1
 84-94,0,0,0,0.57,16.16,5.22,2.77,165.94,0,0,3.02,22.62,6.33,0,0,4.13,7.92,1.45,0,5.1,0,68.49,0,13.55,15.23,139.89,2.75,2.07,3.47,0,14.04,0,0,5.27,0,0,1.5,6.51,0,15.28,2.84,4.76
 96-106,0,0,0.56,0,15.02,17.72,0,104.94,0,0.9,0,13.95,15.04,0,1.55,11.18,0.66,1.89,4.11,1.82,0,39.99,0,1.89,11.42,118.89,0,3.81,3.29,0,10.69,0,0,2.66,0,0,1.35,0,0,16.5,0.68,0
108-118,0,0,0,0,25.06,5.59,0,125.76,0,0,1.36,22.37,7.87,0,0,16.54,0.67,0.94,0,1.91,1.5,40.88,0,3.97,8.97,180.99,3.9,4.31,5.25,0,7.59,0,0,0.43,0,0,10.82,0.81,0.56,7.35,0,0
120,0,0,0,1.28,8.61,17.02,0,136.09,0,0,0,22.19,2.28,0,0,8.27,2.46,22.22,0,0,0,43.58,0,0,11.93,162.91,0,0,14.99,0,0,0,0,1.16,0,0,3.82,0,0,2.9,0,0
