stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,54.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,131.58,0,0,0,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,0,0,0,0,0,34.43,18.98,0,0,8.05,0,663.72,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.46,8.33,0,35.2,0,0,0,9,0,0,0,0,0,91.92,0,0,0,0,0,0,0,0,0,0,59.25,0,0,0,71.22,0,161.56,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,289.98,0,0,0,7,0,0,0,0,0,49.71,0,0,0,0,0,0,0,0,0,0,121.46,0,0,0,39.75,0,46.22,0,0,33.26,0,0,0,0,0,0,0,0
 14-21,1.85,0,0,2.27,93.63,146.1,0,2.85,0,0,0,0,11.42,87.96,2.15,3.37,40.1,0,0,4.19,28.87,7.56,0,4.77,35.68,0.81,1.08,13.3,0,0,381.48,0,2.2,10.9,4.12,15.5,4.01,0,0,90.65,0,0
 24-34,0,0,0.6,4.94,23.47,14.42,0,6.23,0,0,0,0,0,24.96,11.14,5.3,102.82,0,4.24,11.3,13.33,31.16,0,7.97,144.79,9.41,8,51.6,0,0,673.23,0.86,0,23.62,0.88,0.87,8.7,0,0,415.11,0,0
 36-46,0,0,0,0.84,49.71,0.58,0,9.42,0,4.43,0,1.09,0,2.79,7.85,6.21,33.27,0,2.23,0,15.87,13.19,0,4.93,273.49,7.17,1.52,38.11,0,0,694.52,1.36,0,19.67,0,0,8.88,0,0,232.25,0,10.3
 48-58,0,0,0,0,28.2,5.86,0,13.24,0,9.42,0.65,1.25,1,1.78,6.49,0.58,16.09,0,5.21,0,18.18,24.6,0,1.83,202.26,12.79,0,63.08,0,0,698.26,0,0,11.03,0,0,10.26,0,0,149.33,0,0
 60-70,0,0,0,0,45.85,12.81,0,26.73,0,11.12,0,0,0.99,3.43,12.73,12.32,17.84,0,10.32,0,157.39,14.96,0.63,0,81.28,5.83,0.72,82.22,0,1.21,470.79,0,0,4.87,0,0,6.71,3.71,0,188.6,0.85,0
 72-82,0,0,5.68,0,41.85,15.39,0,32.58,0,4.86,5.65,6.06,10.17,1.23,12.26,8.69,20.06,3.32,21.73,0,397.92,21.6,0,1.11,162.88,0,0,147.96,0,0,312.29,0,0,5.01,0,0,1.97,4.36,3.02,242.82,0,0
 84-94,0,0,1.44,0,180.64,2.54,0,18.46,0.69,14.67,1.74,3.81,26.2,4.67,10.03,5.97,39.97,0,18.49,0,370.35,32.15,0,2.86,134.31,0,0,152.12,0,0,968.29,0,0,16.03,0,0,4.7,23.07,5.14,215.97,0,0
 96-106,0,0,0,1.08,247.81,16.93,0,26.81,1,13.03,3.07,9.51,56.95,0,10.3,11.95,42.08,0,31.34,27.6,348.62,39.68,8.7,0,145.95,0,0,236.26,0,0,916.88,0,0,21.03,0,0,4.8,35.69,0,273.64,0,0
108-118,0,0,1.44,0,269.13,2,0.59,21.43,0,18.05,0,10.93,54.99,0,3.45,15.08,42.8,0,27.72,1.59,262.85,36.04,1.58,0,120.81,2.26,0,225.64,0,0,996.57,0,0,16.27,0,0,0,44.47,0,202.72,5.81,0
120,0,0,0,0,189.94,7.95,0,15.44,0,14.24,0,0,16.06,5.2,4.46,5.38,23.47,0,6.23,0,249.13,21.15,0,5.6,94.31,0,4.33,199.52,0,0,515.18,0,0,15.44,0,0,0,16.18,0,189.76,0,0
