stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,500.07,7938.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0
  5-6,456.61,7206.04,0,12.33,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,336.91,10.41,0,0,29.19,0,87.27,0,0,0,0,0,0,0,0,0,0,0
  7-9,33.73,16.81,0,41.43,0,0,0,44.4,0,0,0,0,0,31.94,0,0,0,0,0,0,0,0,0,0,0,550.07,30.04,0,0,145.17,0,0,32.8,0,0,0,0,0,0,0,0,0,0
 10-12,0,107.03,0,94.63,0,5.46,0,68.6,0,0,0,0,0,19.79,0,0,0,0,0,0,0,0,0,0,0,1285.72,19.78,0,0,242.53,0,3.1,25.15,0,31.84,0,0,5.88,0,0,0,0,0
 14-21,0,0,0,17.67,137.94,27.14,0,103.51,0,0,0,10.57,8.68,9.49,1.13,0.85,7.89,0.87,0,20.46,1.71,91.08,0.83,0,54.61,1001.98,24.09,4.39,17.54,9.08,0,52.77,0,78.24,8.18,8.7,167.68,272.87,0,0,3.01,0,1.71
 24-34,0,0,1.38,16.43,153.35,12.14,0,254.55,0,7.53,1.36,32.13,10.98,0.67,7.03,6.34,17.03,2.02,16.04,3.68,8.16,235.26,4.93,1.52,63.46,2285.66,15.29,22.39,37.62,0,0,158.69,1.06,0,11.26,0.75,44.47,454.47,0,0,25.67,0,14.55
 36-46,0,0,1.72,0,116.37,5.95,0,346.09,1.33,34.16,6.15,79.96,3.59,0,6.1,7.59,17.79,9.29,5.83,9.61,20.03,294.47,10.19,4.42,78,2453.87,17.48,34.63,18.85,0,10.29,199.59,0,3.5,24.38,0,0,471.51,0,0,47.53,0,21.82
 48-58,0,0,0.46,0,178.37,3.04,0,679.24,9.53,28.54,11.23,164.47,17.48,3.46,3.68,31.57,18.24,18.17,8.29,27.31,5.4,308.76,7.39,15.35,46.07,1803.42,36.11,9.99,38.35,4.77,0.39,152.14,0,0,18.07,2.16,0,346.87,0,1.96,26.04,0,26.99
 60-70,0,0,2.62,5.18,222.19,3.99,0,1042.73,2.6,69.16,39.78,190.26,35.25,1.64,11.02,23.86,34.98,17.56,8.68,19.76,0.86,527.53,13.18,37.22,92.38,1673.76,45,32.19,46.59,0,2.07,232.95,0,0,8,9.96,0,324.3,5.03,7.97,30.51,1.47,64.35
 72-82,0,0,4.97,0,109.83,14.21,0,609.94,0.72,11.57,13.05,169.21,22.67,0,21.3,39.21,15.62,11.62,18.19,17.41,13.71,620.31,14.7,22.4,55.03,1034.85,5.61,16.2,30.23,0,5.79,117.79,0,0,12.14,6.31,0,146.51,6.74,10.48,64.82,7.33,33.22
 84-94,0,0,6.44,1.63,141.56,13.22,5.04,506.97,0,38.88,15.56,147.01,51.33,1.3,10.68,44.44,19.54,33.07,15.26,10.79,14.8,647.65,3.82,17.32,53.97,716.3,23.63,18.15,43.38,0,14.69,313.83,0,0,22.44,0,0,133.65,10.44,16.75,54.51,18.66,43.73
 96-106,0,0,7.01,2.06,122.66,20.68,3.66,330.57,12.38,19.62,24.62,136.28,32.25,0,10.38,28.03,18.25,15.73,14.26,39.13,6.35,478.78,27.49,11.32,37.44,563.09,5.02,23.74,30,0,12.32,241.05,0,0,8.21,0,0,71.06,12.93,20.57,76.85,10.32,27.51
108-118,0,0,18.4,4.04,255.32,22.89,17.45,440.38,2.75,40.3,25.48,187.7,62.06,0,7.3,41.26,32.21,20.63,34.28,20.23,11.99,696.33,37.94,37.27,72.58,847.48,8.51,23.3,46.25,0,26.59,319.86,0,0,18.08,4.96,0,78.84,17.65,13.11,46.22,15.25,60.88
120,1.12,0,14.45,0,587.48,71.8,12.89,626.69,6.62,67.35,79.58,406.12,108.55,0,7.07,96.2,44.51,20.66,28.74,57.06,12.55,1452.66,28.53,107.94,166.46,1907.16,46.79,22.56,66.4,0,9,306.13,0,0,15.53,0,0,119.49,11.9,31.95,154.11,29.31,17.08
