stage,mesenchyme,neural,olfactory,pronephros,spinal.cord
 14-21,0,0,0,0.85,0
 24-34,0,1.4,0,0,1.7
 36-46,0.89,0,0,0,1.38
 48-58,0,0,0,0,5.17
 60-70,0,0,0,0,1.08
 72-82,0,4.04,0,0,5.57
 84-94,0,0,0.66,0,0
108-118,0,0,0.55,0,1.05
