stage,epidermis,eye,glial,heart,ionocyte,mesenchyme,neural,spinal.cord,vasculature
  7-9,0,0,0,0,0,0,7.45,0,0
 14-21,0,0,0,0,0,0,1.49,1.19,0
 36-46,0,0,0,0,0,0,2.44,0,0
 48-58,0,1.06,0,0,0,0,0.95,0,0
 60-70,0,0,4.73,0,0,0,0,0,0
 72-82,0.63,0,0,0,0,0,2.06,0,0
 96-106,0,0,0,0,0.59,2.6,0,0,0
108-118,0,0,0,0,0,0,5.05,0,0
120,0,0,0,4.89,0,0,0,0,13.77
