stage,epidermis,erythrocytes,glial,immune,lateral.line,melanocytes,neural,periderm,vascular.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,12.2,0,0,0
 10-12,0,0,0,0,0,0,8.09,0,0,0
 24-34,0.66,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,1.28,0,0,0
 60-70,0,0,0,0,0,0,2.72,0,0,0
 72-82,0,0,0,0,0,0,0,2.84,0,1.08
 84-94,0.75,0,0,1.79,0,0,0,3.08,2.45,0
 96-106,1.35,0.67,2.19,0.64,0,0,9.96,0.81,0,0
108-118,0,0,0,0,0,1.02,0,0,1.3,0
120,4.75,0,0,3.38,1.84,0,0,1.03,0,0
