stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,13.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.38,0,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.68,8.95,0,0,54.46,0,0,0,0,0,0,3.87,0,0,0,0,0,0
 14-21,0,29.26,0.9,20.7,5.62,0,2.07,0,0,0,0,0.96,0,28.73,0,0,0,0,0,0,128.72,0,0,53.35,530.35,2.06,4.78,0,0,0,0,0,13.66,0,1.96,0.94,244.28,0,0,0,0,0
 24-34,0,32,0,20.46,1.24,0,20.19,0,0,0,0.65,0.66,0,1.68,0,0,0.7,0,0,0,61.33,0,0.89,17.07,3173.89,14.07,16.07,6.89,0,0,0,0,0,0,3.63,0,886.69,0,0,9.97,0,0
 36-46,0,11.84,0,11.88,0.57,0,69.37,0,0,0,16.91,0,0,1.29,0,0,0,0,0.66,0,51.1,0,0,9.84,6142.16,9.48,7.24,3.82,0,0.97,1.67,0.78,0,10.34,0,0,1384.77,0,0,4.9,0,0
 48-58,0,2.41,0,26.18,1.35,0,406.09,0.78,0.76,0.71,26.76,0,5.14,7.85,2.05,0,2.34,2.92,0,5.63,85.95,0,7.57,30.81,7022.49,26.31,5.4,8.99,0,0,4.87,0,0,0,0,0,780.97,0,0,0.84,0,8.56
 60-70,0,5.24,0,31.3,0.59,0,1395.1,2.68,3.86,0,45.15,0,0,4.29,1.72,0,0,0.64,0,0,105.79,2.41,3.03,11.36,8421.9,5.82,5.16,8.94,0,1.45,14.82,0,0,0,0,0,450.19,0,1.7,1.58,1.13,20.75
 72-82,0,15.05,0,38.32,6.53,0,2240.36,5.33,0,3.99,74.21,0,0,11.47,17.21,0.73,12.88,0,1.95,0,200.19,1.62,9.48,7.05,9915.32,17.83,0.55,13,0,1.42,2.73,0,0,0,0,0,392.74,0,2.03,7.24,1.55,19.47
 84-94,0,19.19,0,47.2,30.7,2.96,1630.95,6.84,0.6,2.96,85.87,2.13,0,3.21,1.33,0.61,1.31,1.86,0,5.31,197.48,0,5.68,9.68,5443.31,29.2,0.97,21.51,0,1.31,8.97,0,0,0.74,0,0,252.77,10.74,1.76,8.75,3.7,7.25
 96-106,0,11.42,0,45.35,6.56,0,1533.72,1.24,1.82,0,105.58,10.21,0,3.7,3.85,0.56,0.98,1.64,26.87,0,172.74,0,4.41,16.21,5028.33,44.59,1.53,30.54,0,12.55,8.46,0,0,0,0,0,136.44,1.57,6.73,2.33,1.16,2.32
108-118,0,6.37,0,50.92,6.83,0,1750.23,0,0.42,1.38,112.98,4.53,0,5.04,3.83,0,0,0.57,0,0.58,184.57,0,7.81,6.99,6294.17,60.91,5.15,22.96,0,8.14,4.05,0,0,1.88,0,0,97.59,6.21,2.24,4.4,1.97,0
120,0,2.94,0,104.98,7.79,3.69,1779.08,12.08,2.63,0,122.32,1.09,0,0,10.97,0,0,0,2.51,0,165.07,0,15.02,28.1,8240.35,101.41,5.41,12.9,0,2.76,5.5,0,0,0,0,0,169.73,0,0,14.34,0,2.78
