stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,119.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.18,93.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.52,0,0,0,87.2,0,0,0,0,0,0,50.11,0,0,0,0,0,0
 14-21,0,0,7,2.92,55.99,9.71,0,11.95,0,0,0,4.87,0,5.84,0,0,0,0,0,0,29.17,0,0,97.72,141.04,8.89,5.54,7.86,0.86,0,5.07,0,47.69,3.25,1483.99,2385.15,68.07,0,0,3.07,0,0
 24-34,0,0,1.1,0.62,97.14,0,0,103.61,1.99,15.5,4.79,5.11,9.52,13.32,0,0,6.41,2.53,0,1.24,222.22,0,2.4,104.34,503.31,25.82,5.21,5.47,0,3.96,12.93,0,0,39.88,182.9,390.44,170.54,0,0,4.44,0,0.68
 36-46,0,0,0,0,83.6,0,0,169.39,27.99,23.23,42.06,4.52,8.61,8.26,0,0,0,1.13,5.08,0,332.24,0,6.99,84.53,891.35,54.51,8.96,9.86,0,0,12.21,0,0,84.75,55.74,7.66,232.14,0,0,17.89,0,7.17
 48-58,0,0,0,0,149.97,2.64,0,1663.38,23.69,47.25,30.29,60.23,3.27,2.33,0,0,0,2.08,7.53,0.87,558.57,0.57,34.52,128.96,1597.53,57.73,0,0.39,0,2.89,7.32,0,0,83.06,29.08,0,218.53,0,4.18,4.65,0,8.49
 60-70,0,0,1.36,0,97.2,13.32,0,6805.69,34.98,77.42,27.17,72.6,5.66,13.22,4.79,1.31,24.09,5.39,0,0,901.24,0,64.22,89.3,3122.55,9.62,3.25,7.51,0,9.38,24.32,0,0,47.53,13.95,0,276.67,0,57.59,25.98,20.75,2.58
 72-82,0,0,1.65,0,105.53,7.09,0,6142.17,16.82,44.23,37.1,192.02,5.03,1.7,0,12.24,13.16,9.94,0,2.32,989.07,1.5,18.34,52.96,2569.13,16.18,5.38,4.4,0,6.92,4.96,0,4.38,23.33,15.77,0,166.22,1.38,34.42,46.06,92.83,7.51
 84-94,0,0,1.14,0,191.86,1.79,0,3876.73,54.19,45.18,30.14,205.94,6.41,10.08,3.27,11.59,11.76,0,0.6,0,879.23,0.57,41.51,54.3,1782.78,12.18,3.79,21.69,0,3.11,15.63,0,0,30.5,12.46,0,148.1,1.91,57.34,47.56,102.83,8.43
 96-106,0,0,4.97,0,194.88,6.32,0,2615.64,48.41,38.84,42.55,164.69,5.91,3.97,0.56,3.21,26.31,3.96,12.3,0,701.32,0.75,20.1,65.85,1110.16,3.28,6.52,5.83,0,21.2,18.06,10.6,0,15.6,8.56,0,76.79,0,29.61,34.07,65.18,0
108-118,0,0,1.03,0,216.27,4.22,1.71,3055.57,27.75,57.69,32.39,225.8,3.3,2.69,3.48,12.8,134.77,3.69,5.47,0,935.23,1.46,19.08,54.38,1651.61,3.41,3.74,8.15,0,10.62,21.72,0,0,15.5,8.3,0,55.81,6.53,7.4,43.31,60.42,0.91
120,0,0,4.51,0,347.19,0,28.01,3582.84,57.59,76.69,30.12,588.19,9.42,3.96,32.53,2.53,105.58,0,32.86,0,1434.67,2.79,34.82,146.65,6539.23,8.11,14.38,7.05,10.96,30.76,22.15,0,0,13.25,2.07,0,94.71,1.09,69.29,61.37,152.21,5.19
