stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.41,7.11,159.59,24.92,0,64.93,0,0.88,0,19.84,9.4,17.34,2.19,1.43,8,0,0,1.19,0,44,0.95,0,36.69,662.91,18.68,1.98,8.38,21.34,0,22.49,4.56,131.53,4.11,26.65,245.94,194.92,0,0,1.98,0,1.35
 24-34,0,2.06,7.33,56.93,28.63,0,127.15,1.21,4.21,7.81,13.66,2.93,2.21,4.44,0,25.25,0,3.29,3.97,4.15,92.79,5.5,0.91,67.6,1017.94,7.22,25.86,9.13,1,0,42.11,0,1.53,2.98,4.21,59.99,206.93,0,0,15.59,0,2.95
 36-46,0,3.44,0.96,26.53,1.33,0,164.28,1.32,0,1.84,33.76,0.72,0,5.41,0,1.92,0,3.64,0.59,0,62.33,8.54,1.06,25.11,845.14,4.95,10.53,5.94,0,0,47.55,0,0,3.59,5.92,2.37,187.2,0,0,5.94,0,6.16
 48-58,1.15,0,0,36.27,8.69,0,377.37,12.65,4.69,9.83,72.72,5.95,1.18,3.33,1.64,6.68,1.89,1.37,4.07,4.63,106.64,5.5,2.71,29.58,842.92,15.22,7.3,3.58,0,0,34.51,0.56,0,0.88,3.11,0,197.63,0,0.37,13.66,0,8.48
 60-70,0.81,0.86,0,19.39,11.38,0,670.43,5.74,4.67,8.33,78.82,2.66,1.79,0.95,9.81,9.39,0,4.64,6.28,0.86,181.21,4.38,12.89,21.2,841.61,0,5.66,2.31,0,0,42.47,0,0,11.86,5.79,0,201.8,0,0,3.14,2.63,4.7
 72-82,0,2.03,0,22.96,69.95,1.96,590.4,7.03,4.04,19.42,81.17,7.56,0.59,4.29,4.15,4.9,2.25,7.87,28.84,3.4,250.54,9.02,9.35,28.17,777.7,1.22,13.7,4.56,0,1.67,52.02,0,0,1.22,0.55,0,169.61,5.68,10.18,15.2,3.86,1.68
 84-94,0.62,8.74,0,39.67,66.81,1.68,407.46,7.19,12.21,15.51,70.75,14.79,3.86,6.34,11.4,8.46,7.79,2.94,13.05,1.84,227.69,3.03,8.08,22.35,469.19,3.26,6.48,4.13,0,3.25,123.3,0,0,2.38,1.94,0,94.24,6.34,6.78,14.54,3.73,8.88
 96-106,0,4.44,0,53.29,97.97,4.92,475.39,0.57,5.01,23.35,114.29,19.05,1.32,1.33,13.1,11.18,1.85,9.11,34.42,2.1,292.76,6.7,11.36,34.67,591.01,6.91,17.6,9.49,0,4.35,122.5,0,0,4.51,2.61,0,49.17,8.91,9.43,18.08,7.9,14.3
108-118,0,2.95,0.49,77.92,64.81,12.57,347.91,7.9,11.52,9.85,98.38,20.49,0,3.61,28.3,13.54,9.33,8.48,23.44,0.58,258.91,3.08,2.98,36.54,798.9,8.19,9.11,10.27,0,9.09,106.86,1.21,0,3.69,0.5,0,58.37,11.03,3.29,28.13,5.49,17.99
120,0,12.02,0,102.04,68.92,1.71,433.99,5.18,18.21,5.63,201.93,14.96,0,3.96,22.52,9.76,3.09,4.47,26.29,0,264.67,7.47,10.59,30.9,864.13,5,7.49,25.83,0,9,133.73,0,0,2.27,0,0,61.25,6.93,0,42.44,17.17,23.9
