stage,eye,glial,iridophores,mesenchyme,neural,spinal.cord,visceral.smooth.muscle
 36-46,0,0,0,0,1.15,0,0
 48-58,0,0,0,0,2.33,0,0
 60-70,0,0,0,0,8.29,2.18,0
 72-82,3.71,0,0,0,21.94,2.32,0
 84-94,4.13,0,0,0,20.18,0,0.77
 96-106,0,0,0,0,8.8,0,0
108-118,0,0,2.67,1.44,0,0,0
120,0,2.17,0,0,17.24,0,0
