stage,epidermis,erythrocytes,eye,muscle,neural,spinal.cord,taste
 14-21,0,1.02,0,0,0,1.3,0
 24-34,0,0,0,1.11,2.16,2.67,0
 36-46,0,0,0,0,2.14,2.44,0
 48-58,0,0,0,0,8.17,0.71,0
 60-70,0,0,0,0,2.83,6.08,0
 72-82,0,0,0.84,0,16.41,3.82,0
 84-94,0,0,0,0,11.46,0,0
 96-106,0,0,0,0,5.33,0,0
108-118,0,0,3.6,0,9.5,1.4,3.92
120,1.11,0,0,0,2,0,0
