stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,288.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.48,0,0,0,0,0,0,0,0,0,0
  5-6,14.51,305.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,0,18.23,0,0,0,0,0,0,0,0,0,0
  7-9,5.09,40.89,0,18.65,0,0,0,154.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.88,38.72,0,0,108.05,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.98,0,33.96,0,0,0,141.11,0,0,0,0,0,8.93,0,0,0,0,0,0,0,0,0,0,0,1147.39,14.94,0,0,136.82,0,0,0,0,12.87,0,0,0,0,0,0,0
 14-21,0,0,13.37,9.33,23.22,5.11,0,22.04,0,0,0,46.77,1.46,2.77,0.81,0,2.13,0,0,0,0,12.13,0,0,10.23,722.79,8.77,59.44,15.42,13.31,0,5.32,0,6.91,33.53,5.03,365.63,0,0,0.98,0,0
 24-34,0,0,8.81,5.3,9.17,3,0,84.03,0,0,0,50.98,3.61,1.48,0.67,0,0.85,3.58,1.55,1.98,0.62,21.13,0,0.69,26.11,2259.38,0,166.68,22.2,0,0,13.53,0,3.15,5.5,2.81,486.1,0,0,13.21,0,0
 36-46,0,0,1.73,0.58,4.89,0,0,261.42,0,0,0,73.77,1.53,0,3.39,0,0,0,1.38,0,2.61,45.9,0,1.66,3.85,2908.42,0,142.07,9.76,0,1.69,7.66,0,0,12.81,0,558.52,0,0,4.56,0,0
 48-58,0,0,2.86,0,17.34,0,0,539.02,3.12,0,1.2,108.88,0,0.93,2.01,0,0,0,2.07,2.45,1.83,58.75,2.77,3.76,4.54,2529.92,0,119.28,8.29,0,0,10.97,0,0,1.67,0,463.93,0,0,11.88,0,8.82
 60-70,0,0,1.56,0,13.65,0.67,0,831.65,0,1.15,2.86,91.44,6.52,0,0,0.72,1.1,0,0,0,0,54.49,0,0.98,5,2152.66,0,71.15,13.69,0,0,5.59,0,0,2.66,0,249.77,0,1.29,3.83,1.25,0
 72-82,0,0,9.49,0,1.95,2.19,0,544.53,0,1.05,1.88,70.09,8.39,0,0,3.83,1.47,1.42,1.83,0,6.34,76.83,1.23,3.34,2.16,1397.69,0,106.11,8.31,0,0,14.78,0,0,0,0,151.45,5.27,0,3.03,0.76,0
 84-94,0,0,4.47,0,17.83,17.5,0,395.17,0,2.07,0.89,51.46,3.24,0,1.27,2.32,0.72,0.55,3.47,0.57,0.71,38.46,3.11,4.9,4.09,920.33,2.56,112.17,14.11,0,0,19.68,0,0,1.4,0,98.51,7.14,1.23,12.44,1.73,9.59
 96-106,0,0,6.52,0,8.81,34.57,0,283.33,0,0.61,2.14,85.03,2.82,0,0.73,3.03,2.05,0,6.86,8.82,0,70.23,0,4.26,7.69,738.33,0,118.3,16.06,0,6.07,26.39,0.76,0,0.68,0,47.18,0.62,0,3.54,2.01,0.8
108-118,0,0,1.85,1.22,19.16,11.83,3.59,257.63,0,0.52,0.59,93.13,11.41,0,0,2.81,0.46,1.1,1.47,0.49,0,53.21,1.87,1.45,3.21,1051.55,0.61,76.56,21.37,0,2.1,14.37,0,0,3.9,0,28.75,1.77,1.63,11.49,0.5,5.13
120,0,0,7.27,3.17,39.19,2.74,0,273.51,1.99,9.92,0,195.04,14.21,0,0,15.6,0,0,0,6.54,0,86.03,0,5.84,6.12,1677.82,0,124.5,20.62,0,0,2.93,0,0,3.61,0,44.66,13.09,8.08,1.36,0,0
