stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,56.45,2510.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.11,0,0,0,0,0,0,0,0,0,0,0
  5-6,39.2,663.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66,0,0,0,0,0,31.85,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,3.31,5.09,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,0,0,0,35.99,0,0,9.86,0,0,0,0,0,0,0,0,0,0
 10-12,0,33.64,3.95,0,0,0,13.28,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,224.6,12.97,0,0,172.04,0,0,24.4,4.56,14.53,0,4.75,0,0,0,0,0,0
 14-21,0,2.25,4.54,16.48,31.64,0,3.14,0,1.16,0,3.08,1.65,0,3.7,0,0,0,0,0,0,23.49,0,0,14.72,61.43,10.63,2.51,0.82,1.69,0,5.31,3.72,36.26,21.9,3.57,9.17,34.51,0,0,32.88,0,0
 24-34,0,0,0.89,15.65,6.26,0,12.76,0,1.53,1.59,15.54,1.35,0,3.45,0,0.62,1.56,2.5,0.81,0,67.39,0,0.69,23.55,173.09,26.37,5.41,15.32,0,0,12,0,0,22.14,0.64,1.81,58.42,0,0,177.07,0,0
 36-46,0,0,0,9.99,3.34,0,12.71,0,0,5.2,13.86,0,0.76,3.5,1.06,0,0,2.08,0,0,111.8,0.95,1.87,39.56,118.08,32.52,7.39,13.8,0,0,16.7,0,0.86,26.07,0,0,54.58,0,0,167.22,0,1.2
 48-58,0,0,0.43,10.36,7.39,0,22.72,0,5.22,2.92,19.63,1.74,0,5.19,0,0,0,4.84,6.34,0,197.81,0,1.42,20.24,135.06,20.84,2.62,14.83,0,0,13.34,0,0,16.97,2.26,0,34.44,0,0.74,140.91,0,0
 60-70,0,0,0,9.02,0,0,34.32,0,0.59,3.02,16.78,2.04,0,0,0,0,0,6.04,10.09,0,260.74,2.31,9.49,17.47,32.68,13.81,4.19,14.27,0,0.66,2.23,0,0,14.07,0.65,0,22.42,0,4.46,122.1,1.54,1.96
 72-82,0,0,0,1.64,4.44,0,24.56,2.24,0.72,5.77,30.15,7.12,0,4.42,1.79,0,0,21.47,1.73,2.32,310.7,0.79,7.45,17.31,32.97,6.05,2.14,23.91,0,7.98,4.16,0,0,16.21,0,0,9.2,0,5.18,162.15,8.57,0.55
 84-94,0,0,0.78,4.01,6.52,0,45.12,0,3.27,3.54,34.93,9.54,0.64,1.86,0,2.7,0.62,25.92,3.03,9.05,232.51,0,5.63,12.29,19.45,7.82,7.04,39.7,0,6.34,14.13,0,0,29.65,0,0,14.57,0.56,8.07,146.99,7.93,0
 96-106,0,0,0,7.43,3.9,3.86,40.26,5.99,1.82,5.47,34.49,12.6,0,7.73,5.04,1.06,0.6,21.74,9.17,0,185.43,17.66,3.57,9.86,36.02,5.3,5.74,43.09,0,7,6.12,0,0,18.69,0,0,25.74,2.47,1.59,149.33,6.65,0
108-118,0,0,0,9.06,2.65,0,57.78,3.42,0.66,7.86,34.89,15.88,0,2.18,3.27,0.47,0.93,14.13,10.28,1.18,214.85,2.58,9.45,13.65,36.03,11.47,3.52,33.71,0,6.86,0.88,0,0,23.38,1.1,0,16.7,0,4.15,100.69,13.23,0
120,0,0,0,15.47,6.21,0,41.32,0,0,9.59,43.09,20.95,0,0,2.75,1.36,0,16.34,13.26,0,229.15,0,21.03,3.21,66.32,9.24,4.03,40.08,0,0,3.58,0,0,18.37,0,0,2.98,1.1,2.68,147.16,35.03,0
