stage,axial,endoderm,eye,mesenchyme,neural,presomitic_mesoderm,spinal_cord
  3-4,23.47,0,0,0,0,0,0
  7-9,0,0,0,0,8.75,0,0
 14-21,0,1.01,0,0,3.43,1.26,12.86
 24-34,0,0,2.23,0,0,0,3.71
 36-46,0,0,0,0,0.86,0,0
 48-58,0,0,2.37,0,5.16,0,0.84
 60-70,0,0,10.44,1.27,11.11,0,0
 72-82,0,0,6.47,7.23,12.54,0,2.36
 84-94,0,0,11.62,8.04,6.36,0,0
 96-106,0,0,15.07,22.64,12.43,0,0
108-118,0,0,0,25.79,8.29,0,0
120,0,0,3.03,3.48,12.52,0,0
