stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,46.59,769.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.88,0,0,0,0,0,0,0,0,0,0
  5-6,49.91,914.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.51,0,0,0,10.04,0,52.38,0,0,0,0,0,0,0,0,0,0
  7-9,41.32,16.2,0,46.15,0,0,0,109.78,0,0,0,0,48.62,0,0,0,0,0,0,0,0,0,0,0,1516.7,35.01,0,0,413.47,0,3.71,18.12,0,0,0,0,0,0,0,0,0
 10-12,0,52.39,0,103.99,0,16.41,0,51.11,0,0,0,0,50.97,0,0,0,0,0,0,0,0,0,0,0,1772.63,75.97,0,0,587.3,0,0,0,0,88.63,7.22,3.51,0,0,0,0,0
 14-21,0,0,0,10.8,30.73,7.04,0,20.51,0,0,10.38,0.84,0,0,0,2.04,0,0,0,0,25.25,0,0,22.55,420.28,9.34,5.38,5.05,5.35,0,7.77,0,19.74,4.51,24.93,85.62,0,0,1.2,0,0
 24-34,0,0,0,0,8.28,3.04,0,96.05,0,0,9.75,0,0,4.21,2.71,0.7,0,0,0.69,0,54.34,0,0,17.63,766.49,0.63,3.77,3.64,0,0,20.85,0,0.95,7.46,3.69,130.34,0,0,18.92,0,2.73
 36-46,0,0,0,0,4,2.21,0,223.61,0,0.72,18.24,0,0,0.73,0,0,0.56,0,2.96,0,47.68,0,0.55,21.28,608.58,14.27,6.26,2.66,0,0,3.19,0,0,0,0,145.21,0,0,1.71,0,1.52
 48-58,0,0,0,0,3.03,1.93,0,234.35,1.27,0.82,17.99,0.39,0.48,2.46,0,0,0,0.9,0,1.29,57.33,0.49,3.22,7.73,305.01,2.84,2.42,2.59,0,0,1.45,0,0,2.74,0,40.44,0,0,5.42,0,0
 60-70,0,0,0,0,8.17,0,0,146.16,0,2.49,19.02,1.4,0,0,1.42,1.79,14.11,3.68,0,0,44.46,0,2.58,7.66,141.77,0,0,0.69,0,0,1.13,0,0,0.59,0,25.4,0,0.9,6.16,0,0
 72-82,0,0,0,0,15.32,0,0,77.05,0.68,1.21,20.39,1.55,0,0,0.57,0,0,0.98,0,0,61.05,0,6.72,4.04,92.51,1.43,0.95,4.56,0,0.71,4.16,0,0,1.87,0,15.29,0,1.7,2.66,0.76,0
 84-94,0,0,0,0,11.28,12.52,0.92,56.83,0.66,0,12.98,0.57,0,2.72,2.23,0.56,0.7,5.99,0,1.11,71.81,0,0.92,4.11,68.89,0.67,0.71,3.35,0,0,5.69,0,0,1.09,0,6.37,1.41,2.39,5.57,0,2.04
 96-106,0,0,0,0,5.13,0,0,42.65,1.24,0,24.34,1.38,0,0,0,0,0.71,0,0,0,18.67,0,3.24,5.77,73.83,0,4.72,0,0,0,1.98,0,0,0,0,1.61,0,0,3.54,0,3.58
108-118,0,0,0,0,4.74,1.28,0.55,47.32,1.51,2.36,11.33,2.29,0,0.47,3.48,0,2.18,0,0,0,24.38,0.53,2.7,3.21,81.04,0,3.12,1.63,0,1.35,2.54,0,0,0.43,0,1.31,1.87,0,6.91,1.27,0.64
120,0,0,3.29,0,17.6,7.06,1.14,57.65,1.19,0,14.6,2.42,0,0,9.24,1.36,1.59,0,0,0,66.7,0,0,5.87,109.94,0,1.48,14.86,0,0,4.05,0,0,1.42,0,0,0,0,4.39,15.92,0
