stage,blastomeres,eye,glial,mesenchyme,muscle,neural
  5-6,19.6,0,0,0,0,0
  7-9,0,0,0,0,0,5.68
 24-34,0,0,1.64,0,0,0.74
 48-58,0,2.02,0,1.69,0,2.97
 60-70,0,0,0,0,0,1.14
 72-82,0,0,0,0,1.32,0
108-118,0,0,0,0,0,0.87
