stage,endoderm,erythrocytes,eye,fast.muscle,glial,ionocyte,mesenchyme,muscle,neural,periderm,spinal.cord
 10-12,20.81,0,0,0,0,0,0,0,4.01,0,0
 14-21,0,0,0,0,0,0,0,0,1.28,0,3.05
 24-34,0,0,0,0,0,0,0,0,6.29,0,0
 36-46,0,0,0.74,0,0,0,0,0,2.11,0,1.64
 48-58,0,0,3.24,0,0,0,3.08,0.43,6.19,0.53,1.33
 60-70,0,0,0.62,0,0,0,0,0,5.49,0,0
 72-82,0,0.72,0.84,0,0,0,0,0,2.26,0,0
 84-94,0,4.08,1.88,0,0.69,0.92,0,0,0.6,0,0
 96-106,0,0,0,1.45,0,0,0,0,0,0,0
120,0,0,5.78,0,0,0,0,0,11.49,0,0
