stage,endoderm,epidermis,erythrocytes,eye,fin_epithelia,glial,gut,muscle,neural,periderm,presomitic_mesoderm,spinal_cord,vasculature
 14-21,0,0,0.82,0,0,0,0,0,0.96,3.22,1.11,0.87,0.83
 24-34,0,0,0,0,0,0,0.61,0,2.57,2.03,0,0,0
 36-46,0.56,0.86,0,0,0,0,0,1.66,0,0,0,0,0
 48-58,0,0,0,2.2,0.42,0,0,0,0.98,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,1.01,5.86,0,0,0
 72-82,0,0,0,0,0,0,0,0,0.67,0,0,0,0
 96-106,0,0,0,0,0,0.57,0,0,0,1.59,0,0,0
120,0,0,0,0,0,0,0,0,0,1.45,0,0,0
