stage,eye,immune,mesenchyme,mucous,mural.cell,neural,olfactory,pronephros,somites,spinal.cord,vasculature
 14-21,0,0,0,0,0,1.04,0,0.85,1.07,0,0
 24-34,0,0,0,0,0,0.91,1.63,0,0,0.63,4.1
 36-46,0,0,0,0,0,6.04,0.79,0,0,1.37,10.42
 48-58,5.43,0,0,0,0,7.68,1.3,0,0,1.45,0
 60-70,0,0,0.98,1.41,0,4.19,0,0,0,3.41,0
 72-82,6.12,0.6,0,0,1.14,11.76,6.64,0,0,4.35,0
 84-94,3.09,0,0,0,0,10.84,1.31,0,0,0,0
 96-106,0.7,3.83,0,0,0,2.75,2.27,0,0,0,0
108-118,5.81,0,0,0,0,14.62,0,0,0,0,0
