stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,2.43,93.47,42.55,0,68.41,0,1.8,0,10.68,3.12,39.78,4.8,1.85,75.05,0,0,7.1,4.43,42.29,4.12,0,45.99,557.44,32.23,5.67,6.37,6.57,0,20,8.92,147.15,50.21,128.9,669.78,169.44,0,0,19.07,0,4.49
 24-34,0,7.72,7.32,65.06,15.88,0,330.88,17.6,14.99,4.82,62.59,1.5,3.54,8.29,18.22,267.03,1.57,16.59,12.53,14.89,151.62,31.73,0,93.73,2423.53,16.32,50.14,30.42,0,0,86.14,0,0,43.7,101.4,298.13,504.16,0,0,84.06,0,27.66
 36-46,0,0.95,0.58,78.43,4.4,0,545.48,33.47,22.59,8.24,173.67,10.29,1.86,9.95,28.59,141.58,21.73,7.16,14.11,7.55,219.98,27.11,2.02,70.79,2213.57,25.22,41.3,25.01,0,0,246.35,2.33,0,15.21,141.72,10.61,556.24,0,1.37,62.41,0.78,36.91
 48-58,0,1.28,0.88,70.82,7.5,0,1127.29,69.71,18.1,26.75,330.96,13.92,0,7.76,36.56,65.06,9.01,15.25,29.71,18.18,372.6,15.86,18.97,76.02,1890.03,20.22,31.89,10.84,0,5.66,131.21,0,0,19.04,195.94,0,510.65,0,1.28,41.54,0.48,72.97
 60-70,2.52,0.62,0,86.56,7.52,0,1492.96,57.03,35.74,12.54,365.13,41.05,0,4.72,35.74,75.32,40.83,16.68,38.44,0,457.55,18.93,14.23,57.82,1516.5,2.99,38.71,25.87,1.62,1.55,108.37,0,0,18.5,94.74,0,213.77,6.22,10.64,42.79,3.07,36.01
 72-82,0,10.99,0,80,17.58,3.19,1500.45,34.18,5.56,25.17,442.03,66.96,0.55,6.67,42.38,71.32,9.23,13.11,38.49,1.57,460.59,19.85,19.58,52.64,1474.93,2.14,33.67,29.38,0,6.7,33.87,0,0,15.5,40.47,0,147.62,19.04,16.43,78.07,19.08,40.44
 84-94,0,19.14,1.28,86.14,17.66,14,1121.26,40.5,20.55,14.07,306.12,130.25,0.64,3.08,51.96,135.64,16.01,19.01,109.07,6.18,452.64,20.28,45.85,57.63,1056.24,7.45,55.59,41,0,3.15,139.06,0,0,40.1,104.81,0,93.57,42.84,16.96,51.83,16.88,9.95
 96-106,0,17.33,1.09,137.52,65.79,14.32,942.38,53.77,16.87,17.44,274.35,166.23,0,11.01,80.33,143.96,20.57,32.75,94.12,0,344.91,34.27,14.53,54.82,894.8,10.46,78.14,43.26,0,17.82,113.18,0.93,0,46.9,86.43,0,41.68,58.11,11.16,62.49,21.38,19.19
108-118,0.67,6.53,3.2,110.06,34.72,13.45,852.65,32.97,12.94,5.7,328.85,127.13,0,10.34,58.89,128.89,21.33,20.8,96.91,8.15,343.56,9.02,6.1,47.17,1317.29,4.69,72.37,35.2,0,1.82,79.2,0,0,29.9,47.48,0,39.81,44.61,6.36,61.12,12.81,20.87
120,2.82,5.53,0,142.6,39.21,11.88,813.03,27.83,26.27,20.81,430.79,132.1,0,2.69,135.74,82.1,22.02,16.49,58.4,5.95,255.89,12.24,13.29,67.99,2233.71,14.22,68.9,62.02,0,6.29,89.92,0,3.36,36.89,6.81,0,65.41,45.46,8,73.3,9.54,9.69
