stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,162.01,5593.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.29,0,0,0,0,0,0,0,0,0,0
  5-6,102.95,2063.58,0,0,0,0,0,0,0,0,0,0,0,29.79,0,0,0,0,0,0,0,0,0,0,0,33.51,32.74,0,0,22.4,0,42.65,0,0,0,0,0,0,0,0,0,0
  7-9,77.3,89.15,0,138.3,0,0,0,245.24,0,0,0,0,0,65.75,0,0,0,0,0,0,0,0,0,0,0,1853.85,42.88,0,0,694.84,0,4.16,8.64,0,0,0,0,0,0,0,0,0
 10-12,3.8,98.26,0,101.22,0,16.03,0,315,0,0,0,0,0,34.64,0,0,0,0,0,0,0,0,0,0,0,2838.23,82.98,0,0,711.44,0,15.25,10.93,0,178.07,9.11,5.88,0,0,0,0,0
 14-21,0,0,0,15.42,163.1,106.92,0,83.57,0,0,0,42.66,10.02,9.91,2.22,0.9,5.45,0,0,0,0,132.98,0,0,92.01,1710.29,44.13,2.22,20.86,48.96,0,29.81,0,150.93,10.03,84.75,452.94,0,0,5.2,0,0
 24-34,0,0,0,2.89,22.51,15.67,0,274.75,0,1.6,0,36.57,3.36,0,2.12,4.38,0.65,2.18,4.23,12.5,1.22,197.48,0,0,65.39,2210.49,8.98,8.45,13.75,1,0,13.98,0,0,1.45,4.94,462.06,0,0,38.09,0,1.66
 36-46,0,0,0,0,14.25,10.65,0,574.12,0,12.81,1.86,37.83,1.51,0,0.87,3.34,1.03,4.27,0.62,3.92,1.22,116.95,0,6.51,45.22,1254.69,9.08,13.63,5,0,0,9.99,0,0,4.74,0,305.21,0,0,32.25,0,6.56
 48-58,0,0,0.46,0,10.29,3.68,0,666.17,0,6.01,2.52,51.7,2.3,0,1.07,2.92,0.37,2.91,0,3.81,6.44,155.51,0.5,3.2,34.92,654.83,2.47,5.55,12.32,0,0,5.3,0,0,0,0,106.57,0,0,14.91,0,7.01
 60-70,0,0,0.7,0,28.23,0,0,460.79,0,0.86,2.78,75.79,9.41,0,2.44,5.39,11.18,3.42,6.22,0,0,113.02,0,1.57,14.92,471.13,3.84,3.58,5.16,0,1.22,3.11,0,0,0.59,0,61.85,0,0,17.3,0,0
 72-82,0,0,0.69,0,17.52,13.4,0,182.07,0.55,0,3.3,69.4,3.24,0,3.12,3.87,1.27,0.82,1.22,0,0.49,97.2,0,17.37,12.96,302.88,2.01,1.64,6.31,0,0,8.47,0,0,0,0,22.29,2.62,2.33,26.88,1.85,0
 84-94,0,0,0,0,9.92,8.83,0,160.59,0,1.77,3.42,39.37,5.12,0,2.95,4.78,1.32,12.48,3.25,2.65,3.09,99.6,0,6.05,22.35,266.5,0,3.95,6.79,0,1.13,9.57,0,0,0.74,0,0,1.54,0,21.48,0,0
 96-106,0,0,0.99,0,7.5,2.81,0.8,103.71,0,11.95,0,47.86,2.61,0,4.68,9.68,0.87,2.48,3.94,9.89,0,69.15,0.71,1.29,1.27,202.98,6.39,1.31,2.53,0,3.93,15.07,0,0,2.09,0,12.22,0,3.55,12.79,0.86,0
108-118,0,0,0,0.44,17.51,12.12,0.47,144.86,0,1.79,4.53,48.05,4.99,0,2.49,12.01,1.34,3.89,0,8.56,0,83.2,0,1.4,18.74,281.88,0.52,6.48,3.29,0,1.37,2.83,0,0,0.42,0,3.86,0.41,0,20.23,1.93,5.86
120,0,0,3.99,0,38.18,1.32,0,154.28,0,6.37,1.44,59.9,3.07,0,0,2.34,0,0,0,0,0,48.79,0,4.3,10.15,292.43,0,0,0,0,3.68,2.73,0,0,0,0,12.02,0,0,1.65,0,0
