stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,61.54,2539.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.72,0,0,0,0,0,0,0,0,0,0
  5-6,86.38,1073.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.34,0,0,0,11.61,0,23.33,0,0,0,0,0,0,0,0,0,0
  7-9,4.72,11.31,0,15.36,0,0,0,32.99,0,0,0,0,0,24.81,0,0,0,0,0,0,0,0,0,0,0,349.53,19.85,0,0,136.92,0,3.31,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.56,0,62,0,7.97,0,20,0,0,0,0,0,5.87,0,0,0,0,0,0,0,0,0,0,0,493.48,12.97,0,0,147.97,0,0,12.01,0,5.98,0,0,0,0,0,0,0
 14-21,0,0,1.13,1.93,16.29,1.61,0,10.1,0,0,0,3.92,2.1,0,3.57,0.85,1.71,0,0,0,0.94,29.16,0,0,8.99,93.11,1.91,0.96,1.82,1.46,0,5.4,0,7.3,1.73,14.12,34.25,0,0,1.8,0,0
 24-34,0,0,0.84,0,4.08,1.99,0,20.02,0,0.73,2.03,4.82,0,0,0,5.18,0.77,0.85,1.83,0,1.37,52.11,0,0,36.02,217.86,2.52,1.22,4.76,0,0,32.38,0,0,3.63,4.85,57.67,0,0,39.05,0,9.89
 36-46,0,0,0,0,12.88,0,0,22.2,0,0,4.36,2.67,0,0,0.93,20.7,0,1.17,3.14,0,0,87.67,0,0,23.93,238.9,4.05,3.32,13.24,0,0,16.2,0,0,1.47,0,49.72,0,0,16.87,0,31.47
 48-58,0,0,0.42,0,7.58,1.44,0,41.34,0,0,9.59,18.01,0,3.55,0.4,22.01,1.24,0,0.74,0,0.39,158.33,2.22,0.89,19.67,139.09,1.11,0.92,2.21,0,0.4,8.65,0,0,3.89,0,44.04,0,0,25.92,0,54.8
 60-70,0,0,0,0,14.08,0,0,121.22,0,8.59,3.81,30.66,0.65,4.48,0,40.39,0,2.11,0,0,2.78,287.2,1.1,2.48,23.04,197.7,1.26,0,3.1,0,2.64,13.94,0,0,0,0,41.62,0,1.56,29.01,0,82.14
 72-82,0,0,1.11,0,15.49,15.19,0,72.58,1.43,1.17,34.75,31.23,5.01,1.05,4.31,37.58,0.56,11.32,7.96,0,0.64,307.34,1.11,6.24,27.46,155.46,0.52,2.5,5.61,0,0.84,19.23,0,0,2.07,0,14.49,0.71,3.84,32.59,1.3,43.47
 84-94,0,0,0,0,20.48,21.56,0,73.75,0,1.32,16.91,16.64,1.45,1.87,0,32.31,2.79,18.21,0.76,1.13,2.57,261.07,7.58,2.86,10.25,134.83,1.47,2.19,7.34,0,5.27,63.92,0,0,2.92,0,4.25,0,1.95,16.66,2.33,29.28
 96-106,0,0,0,0,11.26,35.61,0,97.11,0,0.56,6.47,21.06,5.18,0,0.86,26.38,1.36,12.98,0.58,12.3,1.15,276.01,4.22,0.56,6.86,83.35,0,1.31,4.57,0,5.22,80.89,0,0,6.03,0,0,5.4,5.34,40.48,2.77,54.59
108-118,0,0,0,0,17.4,7.97,8,78.01,0,4.93,3.12,12.48,10.96,0,1.47,39.03,2.48,17.14,1.71,7.71,4.8,278.46,4.92,3.73,16.73,114.67,0.96,5.7,6.11,0,0.87,60.09,0,0,3.58,0,3.63,0,5.3,26.31,2.04,32.23
120,0,0,0,0,32.39,0,0,50.66,0,2.48,14.42,7.27,22.47,0,0,46.74,0,21.54,0,0,0,189.83,1.46,6.75,15.24,158.19,4.18,0,11,0,4.22,96.93,0,0,1.79,0,5.59,3.62,0,16.01,3.54,7.29
