stage,blastomeres,eye,glial,mesenchyme,neural,somites,spinal.cord
  3-4,13.5,0,0,0,0,0,0
  7-9,0,0,0,0,5.16,0,0
 10-12,0,0,0,0,8.75,0,0
 14-21,0,0,0,2.1,0,0.94,0
 36-46,0,0,0,0,0.76,0,0
 48-58,0,0,0,0,4.45,0,0
 60-70,0,0,0,0,2.62,0,0
 72-82,0,1.04,0,0,3.58,0,0
 84-94,0,2.29,0,0,9,0,0
 96-106,0,3.73,2.32,0,1.72,0,0
108-118,0,9.79,0,0,11.35,0,3.13
120,0,5.56,0,0,3.44,0,0
