stage,eye,glial,hatching_gland,mesenchyme,mucous,neural,otic,periderm,somites,spinal_cord,vasculature
 10-12,0,0,0,0,0,6.54,0,0,0,0,0
 14-21,0,0,2.29,0,0,2.48,0,1.43,1.7,1,0
 24-34,0,0,0,0,0,1.67,0,2.66,0,0,0.68
 36-46,0,0.62,0,1.3,0,3.92,0,0,0,0,0
 48-58,1.5,0.79,0,0,1.71,0.9,0,0,0,0,0
 60-70,0.93,2.64,0,0,0,13.45,0,0,0,0,0
 72-82,1.36,1.64,0,0,0,1.29,1.86,0,0,0,0
 84-94,1.81,0,0,0,0,0,0,0,0,0,1.81
108-118,0.45,0,0,0,0,0,0,0,0,0,1.47
120,1.65,0,0,0,0,0,0,0,0,0,0
