stage,blastomeres,eye,immune,mesenchyme,neural,paraxial_mesoderm,periderm,presomitic_mesoderm,spinal_cord
  3-4,13.21,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,8.89,0,0,0
 10-12,0,3.12,0,0,20.15,0,0,0,0
 14-21,0,0,0,0,0,0,0,1.25,0
 24-34,0,0,0,0,2.48,0,0,0,1.72
 36-46,0,0,0,0,0,0,0.7,0,0
 48-58,0,0,0,0,1.43,0,0,0,0
 60-70,0,0,0,0,1.98,0,0,0,0
 72-82,0,0,5.32,8.16,0,0,0,0,0
 84-94,0,0,0,0.91,1.09,0,4.17,0,0
 96-106,0,0,6.47,0,0,0,0,0,0
108-118,0,0,1.14,0,0,0,1.27,0,0
