stage,epidermis,erythrocytes,eye,glial,neural,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord
 14-21,1.25,0.8,0,0.98,6.88,2.17,0,0,3.74,3.81
 24-34,0.67,0,0.6,0,2.09,0,0,0,0,1.09
 36-46,0,0,0.94,0.9,3.37,0,0,0,0,0
 48-58,0,0,6.14,0,2.13,0,0.42,0,0,0
 60-70,0,0,0.64,0,0,0,0,0,0,0
 72-82,0,0,0,0,1.29,0,0,0,0,0
 84-94,0,0,1.64,0,1.74,0,0,0,0,0
 96-106,0,0,3.37,0,0,0,0,0,0,0
108-118,0,0,0,0,0,0,0,0.51,0,0
