stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,30.53,195.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57,0,0,0,0,0,0,0,0,0,0,0
  5-6,9.98,32.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.53,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.07,7.43,11.3,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,44.78,3.95,0,0,15.66,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.82,77.43,24.52,0,16.72,0,0.87,0,9.43,2.18,4.17,1.3,0,15.08,0,0,0,0,41.28,0,0,49.57,1216.57,6.32,0,4.65,25.37,0,168.38,0.9,20.53,1.08,1.32,25.23,76.17,0,0,6.39,0,0
 24-34,0,0,2.51,80.43,110.28,0,60.62,0,1.63,0,15.47,11.16,0,9.7,0.77,1.5,0,0,9.35,0.67,87.85,2.33,0,37.6,661.41,10.97,2.88,12.87,0,0,210.02,0,6.99,3.14,1.83,25.84,116.85,0,0,138.07,0,0
 36-46,8.46,0,0,114.36,2.76,0,97.5,4.35,12.43,6.21,34.15,0,0,5.73,0,1.57,0,1,0,32.29,173.91,1.68,0,60.01,504.15,18.88,27.12,11.98,0,2.85,397.01,0,0,8.26,14.89,1.38,130.99,0,0,60.58,0,0
 48-58,0,0,0,15.37,0,0,55.5,2.87,2.37,0.67,7.56,0,0,1.72,0,0,4,0,0.52,3.49,34.13,0,3.72,7.06,132.51,5.73,0,1.56,0,0,86.63,0,0,3.21,6.8,0,24.65,0,0,24.45,0,8.38
 60-70,0,0,0,29.18,0,0,82.17,0.62,16.85,0,9.63,0,0,8.05,0,0,0,1.22,0,5.92,64.49,4.53,0,12.5,197.85,10.5,0,29.76,0,0,97.63,0,0,3.18,0,0,41.4,0,1.5,13.67,0,9.82
 72-82,0,0,0,3.97,0.59,0,20.11,0,4.53,1.07,8.5,1.81,0,0,0,2.11,0,0,0,1.45,20.1,1.74,1.13,0,45.46,2.18,0.53,2.53,0,0,69.42,0,0,1.18,0.79,0,12.61,0,0.75,3.61,0.57,2.08
 84-94,0,0,0,11.7,0,0,18.32,0,1.01,0,4.37,0,0.99,1.46,0,0,1.13,1.88,0,0,46.21,0,0,4.11,10.11,2.5,1.41,0,0,0,162.7,0,0,0,0,0,8.13,0,1.5,11.37,0,0
 96-106,0,0,0,11.54,0,0,11.27,0,1.15,0,4.51,0.86,0,0,0.94,0,0,0,0,0,24.24,0,2.41,5,13.35,6.62,0,0,0,1.28,160.08,0,0,2.24,0,0,13.28,0,0,0.65,0,0
108-118,0,0,0,12.29,0,1.6,8.38,0,3.15,0,7.12,1.68,0,0,0,1.54,2.46,0,3.41,4.23,35.71,0,0,0.5,24.95,3.49,1.77,5.13,0,0,228.58,0,0,2.73,0.57,0,4.04,1.74,0,6.91,0,0.89
120,0,0,0,13.64,0,1.58,0,0,1.2,6.64,0,0,0,13.62,0,2.06,0,0,3.16,0,20.84,0,1.38,0,50.52,2.52,0,1.4,0,0,74.97,0,0,0,0,0,4.02,0,0,1.61,0,4.77
