stage,blastomeres,eye,glial,neural,otic,paraxial_mesoderm,periderm,presomitic_mesoderm,somites,spinal_cord
  7-9,0,0,0,14.52,0,4.17,0,0,0,0
 10-12,8.61,0,0,13.04,0,0,0,0,0,0
 14-21,0,0,0,1.61,0,0,0,1.87,1,0
 24-34,0,0,0,1.13,0,0,1.08,0,0,0.81
 36-46,0,0,0,1.71,0,0,7.33,0,0,0
 48-58,0,0,0.44,6.53,0,0,0.64,0,0,1.58
108-118,0,0,0,2.65,0.76,0,0,0,0,0
120,0,2.39,0,0,6.66,0,0,0,0,0
