stage,epidermis,eye,glial,liver,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord
  7-9,0,8.19,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0.95,2.29,0,0,0.84
 24-34,0,0,0,0,0.71,0,12.2,0,0,0.76
 36-46,3.38,0,0,0,0,0,0,0,0,1.22
 48-58,0,0,0.7,1.59,0,0,17.32,0.88,0,1.11
 72-82,0,0,0,0,0,0,0.94,0,0,0.79
 96-106,0,1.39,0,0,0,0,5.9,0,9.73,0
108-118,0,0,0,0,0,0,1.85,0,0,0
