stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,346.79,13181.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,292.69,4736.62,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,310.28,20.54,0,0,73.08,0,96.38,0,0,0,0,0,0,0,0,0,0,0
  7-9,141.37,177.67,0,283.15,0,0,0,447.13,0,0,0,0,145.33,0,0,0,0,0,0,0,0,0,0,0,3757.01,109.81,0,0,1263.54,0,11.11,52.87,0,0,0,0,0,0,0,0,0,0
 10-12,0,78.25,0,313.93,0,0,0,288.29,0,0,0,0,55.62,0,0,0,0,0,0,0,0,0,0,0,3156.06,45.4,0,0,797.87,0,6.36,40.43,4.43,157.59,0,10.63,9.65,0,0,0,0,0
 14-21,0,0,0,14.13,256.04,29.71,0,68.36,0,0,33.22,6.77,0.91,4,0,5.36,0,0,0,0,96.44,0,0,78.05,1702.18,39.39,11.28,7.99,32.01,0,24.05,0,119.04,3.66,3.35,66.53,424.57,0,0,5.39,0,0
 24-34,0,0,0,5.39,83.99,5.8,0,327.2,2.47,0.63,91.98,7.03,0,4.37,1.43,0.79,1.56,8.13,3.99,0,314.5,0.74,1.58,120.45,4945.96,12.49,33.27,30.06,0,0,48.99,0,0.97,7.27,1.04,7.61,1137.66,0,0,78.8,0,2.25
 36-46,0,0,0,1.83,78.73,1.32,0,838.25,1.16,0,138.42,0.86,0,4.04,6.47,0,0,0,4.55,5.18,257.79,0.95,8.18,79.39,4001.48,12.76,19.24,12.7,0,0,37.12,0,0,2.59,0,0,1129.34,0,0,33.53,0,3.18
 48-58,0,0,0,0,84.67,4.35,0,1276.84,9.79,2.43,189.75,11.75,0,5.87,2.72,0,1.88,3.51,4.44,7.08,256.26,0.45,19.87,61.03,1966.04,6.08,12.57,14.1,0,0,12.2,0,0,0.85,0,0,545.14,0,0,23.04,0,19.8
 60-70,0,0,0,0,75.43,4.26,2.15,720.17,4.58,0.57,192.89,4.39,0,0.84,5.98,5.68,0,8.67,4.79,0,199.71,1.53,13.82,16.48,823.28,3.96,2.99,19.67,0,0.71,11.43,0,0,0,0,0,61.67,0,0,8.79,0.85,0
 72-82,0,0,0,0,37.88,2.8,0,243.75,0,1.77,165.46,12.74,0,2.78,0,2.21,2.49,0,1.08,0,141.48,0.56,24.16,16.42,608.57,0,3.8,7.56,0,0,1.2,0,0,1.16,4.35,0,24.55,1.26,0,9,0,0
 84-94,0,0,0,1.79,51.54,6,0,247.29,0,0.82,100.29,11.21,0,0,2.9,1.88,5.19,2.07,3.55,0,165.97,0,20.87,24.12,481.79,1.05,12.04,16.31,0,0,3.78,0,0,0.73,0,0,14.11,3.42,0.99,26.74,0.77,0
 96-106,0,0,0.95,0,34.45,0,0,178.78,0,0,86.29,7.22,0,6.03,2.06,0,2,1.79,10.2,0,72.76,1.13,6.4,6.35,326.29,2.1,5.66,12.85,0,2.4,4.88,0,0,3.43,0,0,7.65,2.54,0,5.06,3.22,0
108-118,0,0,0,0,30.29,1.63,1,233.51,0,1.25,122.38,5.37,0,0,4.18,1.23,0.51,0,11.11,0,58.54,0,7.51,12.53,525.02,0,10.79,10.42,0,0,11.05,0,0,4.56,0,0,3.19,0,0,13.5,0,0
120,0,0,0,0,16.65,7.02,0,262.2,0,0,164.07,1.26,0,0,11.11,1.1,11.11,0,1.4,0,63.56,0,1.41,19.77,611.6,0,0,7.4,0,0,3.19,0,0,0,0,0,42.65,0,0,5.6,0,0
