stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,11.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,34.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,18.26,0,3.37,0,0,0,5.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,108.75,21.5,0,0,65.75,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,7.84,0,0,0,26.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.17,13.38,0,0,23.62,0,0,0,0,0,11.56,0,0,0,0,0,0
 14-21,0,0,0,74.28,1023.62,314.87,0,1325.87,0,0,0,27.91,41.39,147.54,2.45,6.15,8.17,3.86,0,8.67,13.06,421.86,1.25,0,345.84,5018.3,289.24,4.75,65.24,97.66,432.53,14.68,490.01,47.78,300.2,2051.5,1321.32,0,0,9.69,0,33.86
 24-34,0,0,0,9.52,49.98,36.48,0,407.89,1.1,1.98,0,9.23,1.12,0,4.62,8.3,27.77,0,0,12.02,71.97,97.78,7.89,0,23.67,999.58,5.76,6.74,2.16,0,34.23,0,0,0.63,0,42.78,158.28,0,0,37.81,0,13.63
 36-46,0,0,0,0,89.63,5.84,0,94.6,0,2.53,3.43,46.36,0.86,0,0,4.37,18.27,1.13,0,5.59,1.09,104.65,0,3.94,26.05,547.27,10.4,1.2,3.91,0,14.47,1.17,0,0,1.91,1.38,86.72,0,0,35.64,0,1.19
 48-58,0,0,0,0,92.33,6.79,0,110.08,4.63,3.81,1.71,57.88,2.56,0.54,1.35,0,14.13,0,0,8.87,7.58,64.85,0.5,0,30,514.39,28.3,0.76,3.56,0,11.93,0.65,0,0,4.72,0,64.42,0,0,101.95,0,4.09
 60-70,1.44,0,0,0,9.24,0,0,90.25,0,0,0.73,16.95,0,0,2.95,4.93,0,9.38,1.74,0,1.05,120.62,0,0,6.89,204.81,6.51,0.75,1.84,0,3.79,0,0,0,0,0,22.19,0.77,0,3.82,0,0
 72-82,0,0,0,0,24.37,0.5,1.29,104.78,0,0,7.98,14.54,0.66,0,0,15.89,0.74,0,0,10.18,0,57.5,1.23,0.54,5.34,202.24,0.82,6.45,0.95,0,3.84,0,0,0,2.33,0,12.88,0,0,23.33,0,1.65
 84-94,0,0,1.29,0,11.21,0,0,24.92,0,1.98,0.61,18.85,5.75,0,0,5.29,0,5.59,0,1.99,0.58,29.67,0,5.67,2.7,171.66,1.52,0,1.68,0,6.36,0,0,0.76,0,0,10.1,0,0,7.26,6.45,0
 96-106,1.12,0,0,0,18.44,15.36,1.27,31.88,0,3.33,1.69,30.72,0.67,0,0,2.57,0.63,0,0,10.76,0.65,23.45,0,1.95,0.95,225.49,11.51,2.57,2.94,0,6.77,0,0,0,0.82,0,1.99,0,0.63,6.55,3.89,0
108-118,0,0,0,0,14.48,0,1.86,51.98,0.59,1.61,1.52,21.08,3.96,0,0,3.68,0,13.4,0.87,0,0.69,57.07,0,5.39,1.89,188.67,0,0.43,2.73,0,1.89,0,0,0,1.59,0,10.03,14.02,0,1.21,3.36,0.48
120,0,0,0,0,41.8,1.06,0,243.94,0,2.08,2.63,30.9,0,0,0,0,0,0,0,10.46,0,50.28,0,19.84,0,812.88,3.2,3.14,12.81,0,2.47,0,0,0,0,0,25.28,0,0,10.78,16.3,0
