stage,eye,fin_mesenchyme,glial,heart,mesenchyme,neural,olfactory,otic,periderm,pronephros,spinal_cord,taste
 14-21,0,0,0,1.3,2.64,0,0.92,0,0,0.9,0,0
 24-34,0,0,0,0,0,0.92,0,0,1.01,0,0.68,0
 36-46,3.49,0,0,0,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,2.96,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,1.07,0,0.78,0,0,2.24,0
 72-82,2.24,0,0,0,0,6.27,0,0,0,0,0,0
 84-94,0,0,0,0,1.53,0,0,0,0.59,0,0,0
 96-106,0,1.74,0.59,0,0,9.14,0,0,0.7,0,0,0
108-118,0,0.75,0,0,0,2.98,0,0,1.03,0,0,0.5
120,0,0,0,0,0,9.03,0,11.98,0,0,0,0
