stage,epidermis,erythrocytes,eye,glial,mesenchyme,neural,notochord,periderm,presomitic.mesoderm,spinal.cord
 14-21,2.75,9.07,0,1.34,0,3.88,0,0,1.82,0
 24-34,0,6.99,0.67,0,0,1,0,0,0,1.08
 36-46,0,0,0,1.07,0,0,0,0,0,0
 48-58,0,0.39,0,0,0,0.51,0,0,0,0
 60-70,0,3.09,0,0,0,0,0,0,0,0
 72-82,0,28.93,0,0,0,1.42,0,0,0,0
 84-94,0,25.26,0,0,0,2.72,1.94,0,0,0
 96-106,0,21.71,0,0,0,0,0,0.61,0,0
108-118,0,5.23,0,0,1.45,0,0,0,0,0
120,0,18.49,3.88,0,0,4.67,0,1.25,0,0
