stage,erythrocytes,eye,glial,liver,melanocytes,mesenchyme,neural,pronephros,spinal_cord,vasculature
  7-9,0,0,0,0,0,0,3.69,0,0,0
 10-12,0,0,0,0,0,0,7.91,0,0,0
 14-21,0,0,0,0,0,0,0,0,0.81,0
 24-34,0,0,0,0,0,0,1,0,0,0.6
 36-46,0,0,0,0,0,0,3.64,0,0,0.63
 48-58,0,3.3,2.23,0,0,0,2.47,0,0,0
 60-70,0,2.46,0,0,0,0,8.59,0,3.25,0
 72-82,0,1.2,0,0.64,0,0.64,2.06,0,0,0
 84-94,3.13,0,0,1.74,0,0,0,0,0,0
108-118,0,0,1.28,2.1,0,3.1,0,0,0,0
120,0,0,0,1.23,1.6,0,18.83,2.39,0,0
