stage,epidermis,eye,muscle,neural,paraxial.mesoderm,periderm,vasculature
 14-21,4.24,0,0,0,0.81,0,0
 24-34,2,0,0,0,0,0,0
 36-46,0,0,0,3.89,0,0,5.14
 48-58,0,0,0,1.3,0,0.42,0
 60-70,0,0,0,0,0,14.59,0
108-118,0,0.72,1.8,0,0,0,0
120,1.27,2.49,0,0,0,0,0
