stage,eye,fin.mesenchyme,immune,ionocyte,lateral.line,mesenchyme,neural,somites,spinal.cord
 14-21,0,0,0,0,0,0,0,0.9,0
 24-34,0,0,0,0,0,0,7.35,0,1.2
 36-46,0,0,0,0,0,0,9.82,0,1.18
 48-58,0,0.59,0,0,0,0,0.68,0,0
 60-70,0,0,0,0,0,0,1.46,0,0
 72-82,0,0,0,0.5,0,0,0,0,0
 84-94,0,0,0,0,1.71,10.64,0,0,0
 96-106,1.33,0,1.07,0,0,0,0,0,0
108-118,0,0,0,0,0,1.18,0,0,0
120,0,0,0,0,0,0,9.17,0,0
