stage,eye,glial,mesenchyme,neural,otic,paraxial.mesoderm,spinal.cord,vasculature
 10-12,0,0,0,0,0,3.29,0,0
 14-21,0,0,0,6.76,0,0,0,0
 24-34,0,0,0,1.82,0,0,1.23,1.24
 36-46,0,0,0,6.92,0,0,0,0
 48-58,0,0,0,8.88,0,0,1.04,0
 60-70,0.87,0,0,26.66,0,0,0,0
 72-82,2.37,0,1.5,23.07,0,0,3.89,0
 84-94,0,2.1,0,5.35,0,0,0,0
 96-106,0,0,0,19.58,1.95,0,0,0
108-118,0,3.88,3.45,13.37,0,0,0,0
120,5.48,0,0,59.45,0,0,0,0
