stage,epidermis,eye,gut,heart,liver,mesenchyme,mucous,neural,otic,periderm,spinal_cord
 14-21,0,0,0,0,6.64,0,0,0.93,0,0,0
 24-34,0.61,0,0,0,0,0.63,0,2.61,0,0,0.68
 36-46,0,0,0,0.73,0,1.26,0,1.52,0,0,0
 48-58,0,0.67,0,0,0,5.21,0,1.07,0,0.57,0.88
 72-82,0,0.59,0,0,0,0,0,2.75,0,0,0
 84-94,0,0.95,0,0,0,0,0,0.62,0,0,0
 96-106,0,6,0,0,0,1.49,0,2,0.62,0,0
108-118,0,0,0.9,0,0,2.87,1.82,0,0,0,0
