stage,epidermis,eye,glial,immune,ionocyte,mesenchyme,neural,olfactory,spinal.cord,visceral.smooth.muscle
 14-21,0,0,1.2,0,0,0,0,0,2.32,0
 24-34,0,4.23,0,2.26,0,0,0.86,0,0,0
 36-46,0,0,0,1.22,0.93,0,0,0,0,0
 48-58,0,0,0,0,0.44,0,0,0,0,0
 60-70,0.64,0,0,3.39,0,0,0,0.62,0,0
 72-82,0,0,0,15,0,0,2.82,0,6.49,0.71
 84-94,0,0,1.77,6.38,1.41,0,0.94,0,0,0
 96-106,0,0,0,15.06,0.6,0,9.63,0,0,0
108-118,0,0,0.82,13.5,0.45,0.95,0,0,0,0
120,1.35,0,0,15.48,0,0,1.17,0,0,0
