stage,epidermis,erythrocytes,eye,gut,hatching_gland,heart,lateral_line,mesenchyme,mucous,muscle,neural,notochord,olfactory,periderm,slow_muscle,spinal_cord,taste,vasculature
 14-21,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0.93,0,0
 24-34,0,0,0.92,0,0,5.64,0,0,0,0,1.87,0,0,0,0.99,0,0,0
 36-46,0,0,0.85,0,0,0,0,0,0,0.89,12.79,0,0,0,0,0,0,0
 48-58,0,0,2.99,0,0.7,0,0,0,0,0,7.26,0,0,0,0,0,0,0
 60-70,0.57,0,4.48,0,0,0,0,0,0,0,3.01,0,0,0,0,1.13,0,0
 72-82,0,1.79,1.98,0,0.6,0,0.79,2.47,0,0,11.01,0,0,0,0,0,0,1.73
 84-94,0,0,2.73,0,0,0,0,2.96,0,0,4.78,0,0,0,0,2.23,0,0
 96-106,0,0,3.32,2.67,0,0,0,0,0,0,6.72,0,0,0.91,0,0,0,0
108-118,0.52,0,1.58,0.78,0,0,0,2.43,7.05,0,0,0,1.83,0,0,0,0.71,0.42
