stage,eye,ionocyte,lateral_line,mesenchyme,neural,olfactory,otic,periderm
 36-46,0,0,0,0,2.33,0,0,0
 48-58,1.09,0,0,0,0,0,0,0
 60-70,0,0,0,0,5.69,0,0,0
 72-82,0,0,0,0.85,0,0,0,0
 84-94,0,1.95,0,0,0,0,0,2.93
 96-106,0,0,1.11,0,1.53,0.6,1.04,2.2
108-118,0.77,0,0,1.97,0.6,0,0,0
120,0,0,0,0,4.48,0,2.92,1.07
