stage,axial,blastomeres,epidermis,eye,glial,neural,paraxial.mesoderm,pgc,spinal.cord
  3-4,0,14.33,0,0,0,0,0,0,0
  5-6,18.65,0,0,0,0,0,0,0,0
  7-9,0,0,0,6.73,0,4.85,0,0,0
 10-12,0,0,0,0,0,4.77,0,0,0
 14-21,0,0,0,0,0,2.32,1.44,0,3.52
 24-34,0,0,0,0,1.12,5.48,0,0,1.23
 36-46,0,0,0,0,0,5.41,0,0,0
 48-58,0,0,0,0,2.49,4.1,0,0,0.46
 60-70,0,0,0.71,0,0,1.02,0,0,0
 72-82,0,0,0,0,0.84,0.83,0,0,0
 96-106,0,0,0.6,0,0,0,0,0,0
108-118,0,0,0,0,0.99,0,0,0.48,0
120,0,0,0,10.27,2.98,0,0,0,0
