stage,axial,glial,mesenchyme,neural,olfactory,paraxial_mesoderm,pronephros,spinal_cord
  7-9,4.06,0,0,13.72,0,4.23,0,0
 14-21,0,1.62,1.66,0,0,0,2.38,0.98
 24-34,0,0.69,0,0,0,0,0,0.73
 36-46,0,0,0,0.6,0,0,0,1.61
 48-58,0,2.68,0,0,0,0,0,2.13
 60-70,0,0,0,0,0,0,0,1.93
 72-82,0,0,0,1.26,0,0,0,0
 96-106,0,0,0,0,0,0,0,2.66
108-118,0,5.13,1.56,0,2.03,0,0,0
120,0,13.05,0,1.96,0,0,0,0
